Zona;Sexo;Edad;Relacion;Estado Civil;Lugar 5 años;Pueblo;Seguro Salud;Embarazo;Leer y Escribir;Sum y Mul;Nivel edu;Matricula;Prox Nivel ed;Ocupacion
2;2;25;2;3;1;1;1;2;1;1;32;1;63;6
2;1;8;3;1;1;1;1;0;1;1;41;1;41;6
2;1;5;3;1;1;1;1;0;2;2;13;1;13;0
2;2;55;1;4;1;2;6;0;1;1;21;2;0;3
2;2;76;7;4;1;2;6;0;2;2;11;2;0;0
2;1;9;9;1;1;2;6;0;1;1;41;1;41;0
2;2;33;10;1;1;2;6;3;1;1;31;2;0;0
2;1;65;1;2;1;2;1;0;1;1;32;2;0;3
2;2;52;2;2;1;2;6;0;1;1;21;2;0;3
2;2;18;3;1;1;2;1;3;1;1;42;1;42;6
2;2;16;3;1;1;2;1;3;1;1;42;1;42;6
2;2;13;3;1;1;2;1;3;1;1;42;1;42;6
2;2;11;3;1;1;2;1;0;1;1;42;1;42;0
2;2;63;1;6;1;1;1;0;2;1;21;2;0;3
2;1;66;1;2;1;2;1;0;1;1;21;2;0;3
2;2;72;2;2;1;2;6;0;1;1;21;2;0;6
2;1;61;1;6;1;1;1;0;1;1;21;2;0;3
2;2;18;3;1;1;1;1;3;1;1;42;1;42;6
2;2;66;1;6;1;1;1;0;1;1;21;2;0;6
2;1;36;3;1;1;1;1;0;1;2;32;2;0;3
2;1;78;1;6;1;2;1;0;1;1;21;2;0;3
2;1;38;1;2;1;1;1;0;1;1;32;2;0;3
2;2;32;2;2;1;1;1;2;1;1;32;2;0;6
2;1;15;3;1;1;1;1;0;1;1;41;1;41;6
2;2;9;3;1;1;1;1;0;1;1;41;1;41;0
2;1;4;3;1;4;1;1;0;2;2;11;1;13;0
2;2;75;1;6;1;2;1;0;2;2;11;2;0;3
2;2;57;1;4;1;2;2;0;1;1;21;2;0;3
2;1;63;1;2;1;2;1;0;1;1;21;2;0;3
2;2;60;2;2;1;2;1;0;1;1;21;2;0;6
2;1;66;1;2;1;2;6;0;1;1;21;2;0;3
2;2;66;2;2;1;2;6;0;1;1;21;2;0;6
2;1;25;3;1;1;2;6;0;1;1;42;2;0;6
2;1;20;3;1;2;2;6;0;1;1;42;2;0;6
2;1;75;1;4;1;2;1;0;1;1;21;2;0;4
2;1;46;1;1;1;2;1;0;1;1;72;2;0;3
2;1;55;1;2;1;1;6;0;1;1;31;2;0;3
2;2;53;2;2;1;1;6;0;1;1;31;2;0;6
2;1;55;1;2;1;2;1;0;1;1;22;2;0;3
2;2;54;2;2;1;2;1;0;1;1;22;2;0;6
2;1;27;1;3;1;1;1;0;1;1;32;2;0;3
2;2;29;2;3;1;1;1;2;1;1;32;2;0;6
2;1;13;3;1;1;1;1;0;1;1;42;1;42;6
2;1;7;3;1;1;1;1;0;1;1;41;1;41;0
2;2;5;3;1;1;1;1;0;2;2;13;1;13;0
2;1;4;3;1;4;1;1;0;2;2;11;2;0;0
2;1;80;1;6;1;1;6;0;2;1;11;2;0;4
2;1;62;1;2;1;2;1;0;1;1;22;2;0;3
2;2;58;2;2;1;2;1;0;1;1;21;2;0;6
2;2;68;1;6;1;1;1;0;1;1;21;2;0;3
2;2;50;1;6;1;1;1;2;1;1;21;2;0;3
2;1;17;1;3;1;2;1;0;1;1;42;2;0;1
2;2;17;2;3;1;1;1;2;1;1;42;2;0;1
2;1;1;3;1;4;2;1;0;0;0;0;0;0;0
2;2;25;1;1;1;1;1;3;1;1;42;2;0;3
2;1;54;1;2;1;1;1;0;1;1;21;2;0;3
2;2;44;2;2;1;1;1;2;1;1;31;2;0;6
2;1;15;3;1;1;2;1;0;1;1;42;1;42;6
2;2;13;3;1;1;2;1;3;1;1;42;1;42;6
2;2;11;3;1;1;2;1;0;1;1;41;1;41;6
2;2;7;3;1;1;2;1;0;1;1;41;1;41;0
2;2;2;3;1;4;2;1;0;0;0;0;0;0;0
2;1;40;1;3;1;2;6;0;1;1;21;2;0;3
2;2;44;2;3;1;2;6;2;1;1;23;2;0;6
2;2;10;3;1;1;2;6;0;1;1;41;1;41;0
2;1;8;3;1;1;2;6;0;1;1;41;1;41;0
2;2;68;1;6;1;1;2;0;2;2;11;2;0;3
2;1;59;1;2;2;2;6;0;1;1;23;2;0;1
2;2;44;2;2;1;2;6;3;1;1;31;2;0;3
2;2;11;3;1;1;2;6;0;1;1;41;1;41;0
2;1;4;3;1;4;2;6;0;2;2;11;2;0;0
2;1;45;1;3;1;2;6;0;1;1;31;2;0;3
2;2;32;2;3;2;2;6;2;1;1;31;2;0;6
2;2;5;3;1;2;2;6;0;2;2;11;2;0;0
2;1;64;1;3;1;2;2;0;1;1;21;2;0;1
2;2;38;2;3;1;2;1;1;1;1;31;2;0;3
2;2;8;3;1;1;2;1;0;1;1;41;1;41;6
2;1;6;3;1;1;2;1;0;1;1;13;1;41;0
2;1;68;1;4;1;2;2;0;1;1;21;2;0;3
2;1;29;1;2;2;2;6;0;1;1;32;2;0;3
2;2;23;2;2;2;2;6;2;1;1;42;2;0;0
2;1;8;3;1;2;2;6;0;1;1;41;1;41;0
2;1;5;3;1;2;2;6;0;1;1;13;1;13;0
2;1;36;1;1;1;1;1;0;1;1;32;2;0;3
2;1;39;1;2;1;1;2;0;1;1;31;2;0;1
2;2;42;2;2;1;1;2;2;1;1;31;2;0;0
2;2;11;3;1;1;1;2;0;1;1;41;1;41;0
2;2;1;3;1;4;1;2;0;0;0;0;0;0;0
2;1;41;1;3;1;2;2;0;1;1;21;2;0;3
2;2;71;1;6;1;1;1;0;2;2;11;2;0;3
2;1;38;1;2;1;1;6;0;1;1;31;2;0;3
2;1;60;1;6;1;2;1;0;1;1;21;2;0;3
2;1;39;3;4;1;2;1;0;1;1;32;2;0;1
2;1;34;1;2;1;2;1;0;1;1;32;2;0;3
2;2;25;2;2;1;2;1;2;1;1;32;2;0;6
2;2;3;3;1;4;2;1;0;0;0;0;0;0;0
2;2;60;1;6;1;1;1;0;1;1;21;2;0;3
2;2;24;9;1;2;1;1;3;1;1;72;1;72;6
2;1;59;1;2;1;1;1;0;1;1;21;2;0;3
2;2;58;2;2;1;1;1;0;1;1;21;2;0;6
2;1;40;1;4;1;2;2;0;1;1;74;2;0;1
2;1;17;3;1;1;2;2;0;1;1;42;1;42;0
2;1;68;1;2;1;1;1;0;1;1;21;2;0;3
2;2;67;2;2;1;1;1;0;1;1;21;2;0;6
2;1;30;1;2;1;1;1;0;1;1;77;2;0;3
2;2;26;2;2;1;1;1;2;1;1;31;2;0;3
2;1;4;3;1;4;1;1;0;2;2;11;1;13;0
2;2;68;1;6;1;1;1;0;2;2;11;2;0;3
2;1;29;1;2;1;1;1;0;1;1;32;2;0;1
2;2;31;2;2;1;1;1;2;1;1;32;2;0;3
2;1;11;3;1;1;1;1;0;1;1;41;1;41;6
2;2;8;3;1;1;1;1;0;1;1;41;1;41;6
2;2;59;1;6;1;1;1;0;2;1;11;2;0;3
2;1;34;3;1;1;1;1;0;2;2;11;2;0;0
2;1;26;1;3;1;1;1;0;1;1;32;2;0;3
2;2;28;2;3;1;1;1;2;1;1;32;2;0;3
2;2;6;3;1;1;1;1;0;1;1;13;1;41;0
2;1;5;3;1;1;1;1;0;2;2;13;1;13;0
2;1;27;1;3;1;2;1;0;1;1;32;2;0;3
2;2;22;2;3;1;1;1;2;1;1;42;2;0;0
2;1;4;3;1;4;2;1;0;2;2;11;2;0;0
2;1;69;1;2;1;1;1;0;1;1;21;2;0;3
2;2;64;2;2;1;1;1;0;1;1;21;2;0;6
2;2;60;1;6;1;1;6;0;2;2;21;2;0;3
2;2;30;1;3;1;1;1;2;1;1;31;2;0;3
2;2;10;3;1;1;1;1;0;1;1;41;1;41;6
2;2;5;3;1;1;1;1;0;2;2;11;2;0;0
2;2;3;3;1;4;1;1;0;0;0;0;0;0;0
2;1;1;3;1;4;1;1;0;0;0;0;0;0;0
2;1;65;1;6;1;1;6;0;1;1;21;2;0;3
2;1;82;1;6;1;1;6;0;1;1;21;2;0;3
2;2;26;9;4;1;1;1;3;1;1;32;2;0;6
2;1;72;1;6;1;1;1;0;1;1;21;2;0;3
2;1;78;1;2;1;1;1;0;2;2;11;2;0;3
2;2;63;2;2;1;1;1;0;2;2;11;2;0;6
2;1;26;1;3;1;1;6;0;1;1;32;2;0;1
2;2;23;2;3;1;1;1;2;1;1;41;2;0;3
2;1;4;3;1;4;2;1;0;2;2;11;2;0;0
2;2;2;3;1;4;2;1;0;0;0;0;0;0;0
2;1;41;1;2;1;1;1;0;1;1;21;2;0;3
2;2;51;2;2;1;1;1;0;1;1;21;2;0;3
2;2;19;3;1;1;1;1;3;1;1;42;2;0;6
2;1;41;1;2;1;1;1;0;1;1;21;2;0;1
2;2;40;2;2;1;2;1;2;1;1;21;2;0;3
2;1;16;3;1;1;2;1;0;1;1;42;1;42;6
2;2;14;3;1;1;1;6;3;1;1;42;1;42;6
2;1;9;3;1;1;2;1;0;1;1;41;1;41;6
2;2;38;1;4;1;1;1;2;1;1;31;2;0;1
2;2;15;3;1;1;2;6;3;1;1;42;1;42;6
2;1;13;3;1;1;2;6;0;1;1;42;1;42;6
2;1;65;1;2;1;2;1;0;1;1;21;2;0;3
2;2;62;2;2;1;2;1;0;1;1;21;2;0;6
2;1;40;3;4;1;2;6;0;1;1;21;2;0;3
2;1;68;1;2;2;1;1;0;1;1;21;2;0;3
2;2;68;2;2;2;2;1;0;2;1;11;2;0;6
2;1;85;1;6;1;1;6;0;2;1;11;2;0;3
2;2;64;1;6;1;1;1;0;2;2;11;2;0;3
2;1;65;1;6;1;1;2;0;1;1;71;2;0;3
2;2;72;1;6;1;1;6;0;2;2;11;2;0;3
2;2;66;1;2;1;1;1;0;1;1;21;2;0;3
2;1;32;1;2;1;1;6;0;1;1;31;2;0;3
2;2;31;2;2;1;1;1;2;1;1;32;2;0;3
2;2;9;3;1;1;1;1;0;1;1;41;1;41;6
2;2;4;3;1;4;1;1;0;2;2;13;1;13;0
2;2;55;1;2;1;1;1;0;1;1;23;2;0;3
2;2;32;1;2;1;1;1;2;1;1;31;2;0;3
2;2;12;3;1;1;2;1;0;1;1;42;1;42;6
2;1;8;3;1;1;2;1;0;1;1;41;1;41;0
2;2;0;3;1;4;2;1;0;0;0;0;0;0;0
2;2;38;1;4;1;1;6;2;2;2;11;2;0;3
2;2;13;3;1;1;1;6;3;1;1;42;1;42;6
2;2;11;3;1;1;2;6;0;1;1;41;1;41;6
2;2;69;1;6;1;1;1;0;2;2;11;2;0;3
2;2;34;3;1;1;2;1;3;2;2;11;2;0;0
2;2;35;1;2;1;1;1;2;1;1;31;2;0;3
2;2;11;3;1;1;2;1;0;1;1;41;1;41;6
2;1;7;3;1;1;2;1;0;1;1;41;1;41;0
2;1;4;3;1;4;2;6;0;2;2;11;1;13;0
2;1;51;1;2;1;1;2;0;1;1;71;2;0;1
2;2;36;2;2;1;1;6;2;1;1;32;2;0;3
2;1;15;3;1;1;1;6;0;1;1;42;1;42;6
2;2;12;3;1;1;1;6;0;1;1;41;1;42;0
2;2;10;3;1;1;1;6;0;1;1;41;1;41;0
2;1;5;3;1;1;1;6;0;2;2;13;1;13;0
2;1;29;1;3;2;1;6;0;1;1;72;1;72;3
2;2;28;2;3;2;1;1;2;1;1;77;2;0;6
2;1;3;3;1;4;1;6;0;0;0;0;0;0;0
2;1;1;3;1;4;1;1;0;0;0;0;0;0;0
2;2;65;7;6;1;1;1;0;1;1;21;2;0;0
2;1;76;1;2;1;1;1;0;1;1;21;2;0;0
2;2;71;2;2;1;1;1;0;2;2;11;2;0;0
2;1;34;1;3;1;1;1;0;1;1;32;2;0;1
2;2;27;2;3;1;1;1;2;1;1;32;2;0;3
2;2;12;3;1;1;1;1;0;1;1;41;1;41;6
2;2;10;3;1;1;1;1;0;1;1;41;1;41;6
2;2;9;3;1;1;1;1;0;1;1;41;1;41;6
2;1;7;3;1;1;1;1;0;1;1;41;1;41;6
2;2;0;3;1;4;1;6;0;0;0;0;0;0;0
2;2;52;1;2;1;1;2;0;1;1;21;2;0;3
2;2;20;4;3;1;1;1;2;1;1;42;2;0;6
2;1;23;5;3;1;1;1;0;1;1;42;1;77;0
2;2;3;9;1;4;2;6;0;0;0;0;0;0;0
2;2;95;8;6;1;1;1;0;2;2;11;2;0;0
2;1;39;1;2;1;1;1;0;1;1;32;2;0;3
2;2;33;2;2;1;1;1;2;1;1;31;2;0;0
2;1;13;4;1;1;1;1;0;1;1;42;1;42;6
2;2;11;3;1;1;1;1;0;1;1;41;1;41;0
2;2;9;4;1;1;1;1;0;1;1;41;1;41;0
2;2;7;4;1;1;2;1;0;1;1;41;1;41;0
2;2;4;3;1;4;2;1;0;2;2;13;1;13;0
2;1;1;3;1;4;2;1;0;0;0;0;0;0;0
2;1;47;1;2;1;1;1;0;1;1;23;2;0;1
2;2;48;2;2;1;1;1;2;1;1;21;2;0;0
2;1;19;4;1;1;1;1;0;1;1;42;2;0;3
2;1;17;4;1;1;1;1;0;1;1;42;1;42;6
2;2;13;4;1;1;1;1;3;1;1;41;1;42;6
2;2;62;1;6;1;2;1;0;2;1;21;2;0;3
2;1;56;1;2;1;1;1;0;1;1;23;2;0;1
2;2;55;2;2;1;1;1;0;1;1;22;2;0;6
2;1;71;1;2;1;1;1;0;1;1;23;2;0;4
2;2;27;1;4;1;2;1;2;1;1;32;2;0;3
2;2;13;3;1;1;2;1;3;1;1;41;1;42;6
2;2;6;3;1;1;2;1;0;1;1;13;1;41;0
2;1;4;3;1;4;2;1;0;2;2;11;1;13;0
2;1;50;1;6;1;1;1;0;1;1;21;2;0;1
2;1;20;3;1;1;1;6;0;1;1;63;1;63;7
2;1;35;1;2;1;1;1;0;1;1;72;1;73;1
2;2;55;1;2;1;1;1;0;1;1;21;2;0;3
2;2;20;3;4;1;1;1;2;1;1;42;2;0;6
2;2;3;9;1;4;1;1;0;0;0;0;0;0;0
2;1;50;1;2;1;1;1;0;1;1;23;2;0;1
2;2;48;2;2;1;1;1;2;1;1;21;2;0;3
2;2;18;3;1;1;2;1;3;1;1;42;1;42;6
2;1;15;3;1;1;2;6;0;1;1;42;1;42;6
2;2;10;3;1;1;2;1;0;1;1;41;1;41;6
2;1;27;3;3;1;2;6;0;1;1;32;2;0;3
2;2;23;5;3;1;2;6;2;1;1;42;2;0;3
2;2;3;9;1;4;2;1;0;0;0;0;0;0;0
2;1;18;1;3;1;2;1;0;1;1;42;2;0;3
2;2;15;2;3;2;2;1;2;1;1;42;2;0;0
2;2;0;3;1;4;2;1;0;0;0;0;0;0;0
2;1;45;1;2;1;1;6;0;1;1;23;2;0;3
2;2;44;2;2;1;1;1;2;1;1;52;2;0;6
2;1;15;3;1;1;2;1;0;1;1;42;1;42;6
2;2;9;3;1;1;2;6;0;1;1;41;1;41;6
2;1;5;3;1;1;2;6;0;2;2;11;1;13;0
2;1;40;1;2;1;1;1;0;1;1;23;2;0;3
2;2;41;2;2;1;1;1;2;1;1;23;2;0;3
2;1;59;1;2;1;1;1;0;1;1;21;2;0;3
2;2;61;2;2;1;1;1;0;1;1;21;2;0;6
2;2;47;1;6;1;1;2;2;1;1;21;2;0;1
2;2;12;3;1;1;1;2;0;1;1;41;1;41;6
2;1;10;3;1;1;1;2;0;1;1;41;1;41;6
2;1;60;1;3;1;1;1;0;1;1;21;2;0;3
2;2;64;2;3;1;1;1;0;2;2;11;2;0;3
2;2;21;1;3;1;1;1;1;1;1;42;2;0;3
2;1;31;2;3;1;1;1;0;1;1;32;2;0;6
2;1;1;3;1;4;1;1;0;0;0;0;0;0;0
2;2;57;7;6;1;1;6;0;1;1;21;2;0;6
2;1;38;1;3;1;1;1;0;1;1;31;2;0;3
2;2;40;2;3;1;1;1;2;1;1;21;2;0;6
2;1;16;3;1;1;1;1;0;1;1;42;1;42;6
2;2;2;3;1;4;2;1;0;0;0;0;0;0;0
2;2;59;1;2;1;1;1;0;1;1;21;2;0;3
2;1;15;3;1;1;1;6;0;1;1;41;1;41;6
2;1;10;9;1;1;1;1;0;1;1;41;1;41;6
2;2;8;9;1;1;1;6;0;1;1;41;1;41;6
2;2;6;9;1;1;1;6;0;1;1;13;1;41;0
2;1;33;1;3;1;1;6;0;1;1;32;2;0;3
2;2;30;2;3;1;2;1;2;1;1;32;2;0;6
2;2;15;3;1;1;2;6;3;1;1;42;1;42;6
2;1;11;3;1;1;2;1;0;1;1;41;1;41;6
2;1;10;3;1;1;2;6;0;1;1;41;1;41;6
2;1;0;3;1;4;2;6;0;0;0;0;0;0;0
2;1;60;1;2;1;2;1;0;1;1;22;2;0;3
2;2;53;2;2;1;2;1;0;1;1;22;2;0;6
2;1;50;1;3;1;1;1;0;1;1;72;2;0;3
2;1;61;1;2;1;1;1;0;1;1;22;2;0;3
2;2;70;2;2;1;1;1;0;1;2;21;2;0;6
2;1;11;9;1;1;2;6;0;1;1;41;1;41;6
2;1;64;1;2;1;1;1;0;1;1;21;2;0;3
2;2;60;2;2;1;1;1;0;1;1;21;2;0;6
2;1;62;1;4;1;1;1;0;1;1;21;2;0;3
2;1;65;1;2;1;1;2;0;1;1;21;2;0;3
2;2;61;2;2;1;1;2;0;1;1;21;2;0;6
2;1;77;1;6;1;1;1;0;1;1;21;2;0;3
2;1;48;1;2;1;1;1;0;1;1;22;2;0;3
2;2;46;2;2;1;1;1;2;1;1;21;2;0;6
2;1;13;3;1;1;2;1;0;1;1;42;1;42;6
2;1;10;3;1;1;2;1;0;1;1;41;1;41;6
2;1;7;3;1;1;2;1;0;1;1;41;1;41;0
2;2;5;3;1;1;2;1;0;2;2;11;2;0;0
2;2;6;9;1;1;2;6;0;1;1;13;1;41;0
2;2;59;1;6;1;2;1;0;1;1;21;2;0;3
2;1;24;3;1;1;2;1;0;1;1;42;2;0;6
2;1;19;3;1;1;2;1;0;1;1;42;2;0;6
2;2;17;3;1;1;2;1;3;1;1;42;1;42;6
2;1;36;1;2;1;2;1;0;1;1;32;2;0;3
2;2;31;2;2;1;2;1;2;1;1;32;2;0;6
2;2;11;3;1;1;2;1;0;1;1;41;1;41;6
2;2;5;3;1;1;2;1;0;2;2;11;2;0;0
2;2;3;3;1;4;2;1;0;0;0;0;0;0;0
2;2;25;1;4;2;1;1;2;1;1;32;2;0;3
2;2;8;3;1;2;2;1;0;1;1;41;1;41;6
2;1;6;3;1;2;2;1;0;2;2;13;1;13;0
2;1;4;3;1;4;2;6;0;2;2;11;2;0;0
2;1;0;3;1;4;2;6;0;0;0;0;0;0;0
2;1;78;1;2;1;1;2;0;1;1;77;2;0;3
2;2;76;2;2;1;1;2;0;1;1;21;2;0;3
2;1;49;1;2;1;1;1;0;1;1;23;2;0;3
2;2;42;2;2;1;1;1;2;2;2;11;2;0;3
2;2;18;3;1;1;1;1;3;1;1;42;1;42;6
2;1;16;3;1;1;1;1;0;1;1;42;2;0;6
2;1;10;3;1;1;1;1;0;1;1;41;1;41;6
2;1;7;3;1;1;1;1;0;1;1;41;1;41;0
2;2;3;3;1;4;1;1;0;0;0;0;0;0;0
2;2;63;1;6;1;1;1;0;2;2;11;2;0;3
2;2;29;3;2;1;1;1;2;1;1;32;2;0;3
2;1;28;5;2;2;1;1;0;1;1;32;2;0;1
2;2;1;9;1;4;1;1;0;0;0;0;0;0;0
2;1;66;1;2;1;1;1;0;1;1;21;2;0;3
2;2;63;2;2;1;1;1;0;2;1;21;2;0;3
2;1;70;1;2;1;1;1;0;1;1;22;2;0;3
2;2;52;2;2;1;1;6;0;1;1;22;2;0;6
2;2;25;3;1;1;1;6;3;1;1;42;2;0;6
2;1;20;3;1;1;1;6;0;1;1;42;2;0;6
2;2;16;3;1;1;1;6;3;1;1;42;1;42;6
2;1;7;3;1;1;1;6;0;1;1;41;1;41;0
2;1;34;1;3;1;2;1;0;1;1;32;2;0;3
2;2;32;2;3;1;2;1;2;1;1;32;2;0;6
2;1;5;3;1;1;2;1;0;2;2;11;2;0;0
2;2;2;3;1;4;2;1;0;0;0;0;0;0;0
2;1;23;1;3;3;2;1;0;1;1;42;2;0;3
2;2;23;2;3;3;2;1;2;1;1;42;2;0;6
2;2;5;3;1;3;2;1;0;2;2;11;2;0;0
2;2;5;3;1;3;2;1;0;2;2;11;2;0;0
2;1;92;1;6;1;2;1;0;1;1;21;2;0;0
2;2;56;1;4;1;1;1;0;1;1;21;2;0;3
2;2;66;6;6;1;1;1;0;2;1;21;2;0;3
2;1;72;1;2;1;1;1;0;1;1;21;2;0;3
2;2;73;2;2;1;1;1;0;2;1;11;2;0;6
2;2;54;1;5;1;1;1;0;1;1;22;2;0;3
2;1;81;7;6;1;1;6;0;2;2;11;2;0;0
2;1;51;6;4;1;1;1;0;1;1;23;2;0;6
2;1;13;3;1;1;1;6;0;1;1;41;1;42;6
2;1;60;1;2;1;1;1;0;1;1;22;2;0;3
2;2;60;2;2;1;1;6;0;1;1;21;2;0;6
2;1;67;1;2;1;1;1;0;1;1;23;2;0;3
2;2;63;2;2;1;1;1;0;1;1;21;2;0;6
2;2;22;3;1;1;1;1;3;1;1;72;1;72;6
2;1;8;9;1;1;1;1;0;1;1;41;1;41;0
2;1;70;1;2;1;1;2;0;1;1;71;2;0;3
2;2;72;2;2;1;1;2;0;1;1;21;2;0;6
2;1;79;1;2;1;1;2;0;1;1;71;2;0;3
2;2;75;2;2;1;1;2;0;2;2;21;2;0;6
2;1;56;1;4;1;1;2;0;1;1;73;2;0;1
2;1;64;1;2;1;1;1;0;1;1;21;2;0;0
2;2;64;2;2;1;1;1;0;1;1;21;2;0;3
2;1;57;1;2;1;1;1;0;1;1;52;2;0;4
2;2;55;2;2;1;1;1;0;1;1;21;2;0;0
2;2;19;3;1;1;1;1;3;1;1;42;2;0;6
2;2;23;3;1;1;1;1;2;1;1;42;2;0;6
2;1;4;9;1;4;1;1;0;2;2;11;2;0;0
2;1;12;9;1;2;1;1;0;1;1;41;1;41;6
2;2;80;1;6;1;1;1;0;2;2;11;2;0;3
2;1;44;1;2;1;1;1;0;1;1;71;2;0;1
2;2;42;2;2;1;1;1;2;1;1;21;2;0;3
2;1;16;3;1;1;1;1;0;1;1;42;1;42;6
2;2;14;3;1;1;1;1;3;1;1;42;1;42;6
2;2;8;3;1;1;1;6;0;1;1;41;1;41;0
2;1;6;3;1;1;2;6;0;1;2;13;1;13;0
2;1;41;1;1;1;2;1;0;1;1;31;2;0;3
2;2;78;7;6;1;2;6;0;2;2;11;2;0;6
2;1;60;1;2;1;1;1;0;1;1;21;2;0;3
2;2;62;2;2;1;1;1;0;2;2;21;2;0;6
2;2;22;3;1;1;1;1;3;1;1;71;1;71;6
2;1;20;3;1;1;1;1;0;1;1;42;2;0;6
2;2;56;1;4;1;1;1;0;1;1;21;2;0;3
2;2;22;3;1;1;1;1;3;1;1;42;2;0;6
2;2;21;3;1;1;1;1;3;1;1;42;2;0;6
2;2;19;3;1;1;1;1;3;1;1;42;2;0;6
2;1;18;3;1;1;1;1;0;1;1;42;1;42;6
2;2;14;3;1;1;1;1;3;1;1;42;1;42;6
2;1;13;3;1;1;1;1;0;1;1;42;1;42;6
2;2;10;3;1;1;1;1;0;1;1;41;1;41;0
2;1;53;1;1;1;2;6;0;1;1;23;2;0;3
2;2;65;6;1;1;2;6;0;1;1;21;2;0;6
2;2;32;6;4;1;2;6;2;1;1;32;2;0;3
2;2;5;10;1;1;2;6;0;2;2;13;1;13;0
2;1;54;1;2;1;1;1;0;1;1;21;2;0;3
2;2;59;2;2;1;1;1;0;1;1;21;2;0;6
2;2;42;1;2;1;1;1;2;1;1;21;2;0;3
2;1;16;4;1;1;1;1;0;1;1;42;1;42;6
2;2;11;4;1;1;2;1;0;1;1;41;1;41;6
2;2;58;1;3;1;1;6;0;1;2;21;2;0;3
2;2;18;3;1;1;1;6;3;1;1;42;1;42;6
2;2;11;9;1;2;1;6;0;1;1;41;1;41;6
2;2;9;9;1;2;1;6;0;1;1;41;1;41;6
2;1;8;9;1;3;1;6;0;1;1;41;1;41;6
2;2;81;1;6;1;1;1;0;1;1;21;2;0;3
2;1;70;1;2;1;1;1;0;1;1;22;2;0;3
2;2;55;2;2;1;1;1;0;2;1;64;1;64;6
2;1;86;1;6;1;1;1;0;1;1;21;2;0;3
2;1;36;1;2;2;1;2;0;1;1;72;1;81;1
2;1;48;1;2;2;1;2;0;1;1;71;2;0;1
2;2;36;1;1;2;1;2;3;1;1;72;1;73;1
2;1;29;1;2;2;1;2;0;1;1;71;2;0;1
2;2;41;1;2;1;1;2;2;1;1;72;1;81;1
2;1;7;3;1;1;2;2;0;1;1;13;1;41;0
2;2;31;1;4;1;1;1;2;1;1;32;2;0;3
2;1;11;4;1;1;2;6;0;1;1;41;1;41;6
2;1;8;4;1;1;2;6;0;1;1;41;1;41;6
2;1;5;4;1;1;2;6;0;2;2;13;1;13;0
2;1;53;1;2;1;1;1;0;1;1;23;2;0;3
2;2;46;2;2;1;1;1;2;1;1;23;2;0;6
2;1;17;3;1;1;1;1;0;1;1;42;1;42;6
2;1;13;3;1;1;1;1;0;1;1;42;1;42;6
2;2;10;3;1;1;1;1;0;1;1;41;1;41;6
2;2;8;3;1;1;1;1;0;1;1;41;1;41;6
2;1;51;1;2;1;1;1;0;1;1;32;2;0;3
2;2;50;2;2;1;1;1;2;1;1;32;2;0;6
2;1;26;1;2;1;1;1;0;1;1;76;2;0;3
2;2;23;2;2;1;1;1;2;1;1;42;2;0;6
2;1;4;3;1;4;2;1;0;2;2;11;1;13;0
2;1;70;1;2;1;1;1;0;1;1;21;2;0;3
2;2;68;2;2;1;1;1;0;1;1;21;2;0;6
2;1;39;1;2;2;1;1;0;1;1;32;2;0;3
2;2;40;2;2;2;1;1;2;1;1;31;2;0;3
2;1;8;3;1;2;1;1;0;1;1;41;1;41;6
2;2;5;3;1;2;1;1;0;2;2;13;1;13;0
2;1;4;3;1;4;1;1;0;2;2;11;2;0;0
2;1;24;1;1;2;1;1;0;1;1;42;2;0;3
2;1;16;6;1;1;1;1;0;1;1;42;1;42;6
2;1;11;10;1;1;1;1;0;1;1;41;1;41;6
2;2;68;1;6;1;1;1;0;2;2;11;2;0;3
2;1;58;1;2;1;1;1;0;1;1;52;2;0;3
2;2;69;2;2;1;1;1;0;1;1;21;2;0;6
2;2;12;4;1;1;1;1;0;1;1;41;1;42;6
2;1;70;1;2;1;1;6;0;1;1;21;2;0;3
2;2;63;2;2;1;1;6;0;1;1;21;2;0;6
2;2;53;1;4;1;2;1;0;1;1;21;2;0;3
2;2;16;3;1;1;2;1;3;1;1;42;1;42;6
2;2;52;1;6;1;2;1;0;1;1;23;2;0;3
2;2;25;3;1;1;2;1;3;1;1;42;2;0;6
2;2;48;1;6;1;2;1;2;1;1;23;2;0;3
2;1;28;3;1;1;2;1;0;1;1;72;1;72;6
2;1;60;1;2;1;1;2;0;1;1;71;2;0;1
2;2;53;2;2;1;1;2;0;1;1;21;2;0;3
2;1;17;3;1;1;1;2;0;1;1;42;1;42;6
2;2;15;3;1;1;1;2;3;1;1;42;1;42;6
2;1;12;3;1;1;1;2;0;1;1;41;1;42;6
2;1;8;3;1;1;1;2;0;1;1;41;1;41;6
2;2;23;3;4;1;1;1;2;1;1;72;2;0;6
2;1;1;9;1;4;2;1;0;0;0;0;0;0;0
2;2;14;9;1;2;2;2;3;1;1;42;1;42;6
2;2;6;9;1;2;2;2;0;1;1;13;1;41;0
2;1;55;1;2;1;2;6;0;1;1;23;2;0;3
2;2;48;2;2;1;2;6;2;1;1;22;2;0;3
2;2;20;3;4;1;2;1;2;1;1;72;1;81;6
2;2;3;9;1;4;2;1;0;0;0;0;0;0;0
2;2;67;1;4;1;1;1;0;2;2;11;2;0;3
2;1;26;1;3;1;1;1;0;1;1;32;2;0;3
2;2;24;2;3;2;2;1;2;1;1;63;1;63;6
