nro_residentes,tipo_vivienda,pago_mensual
3,3,107
3,1,398
2,1,333
5,3,382
5,1,634
1,1,150
3,1,460
3,3,98
3,3,322
1,3,221
1,3,419
3,5,519
4,1,652
1,3,305
2,1,329
1,1,340
4,1,300
11,1,262
4,1,70
3,1,558
3,1,85
3,1,115
1,1,1570
3,1,65
2,1,95
6,1,120
3,1,115
3,1,125
2,1,45
3,1,122
5,1,112
4,1,129
2,1,125
3,1,137
3,1,227
2,6,211
1,1,105
5,1,72
2,1,152
4,1,157
2,1,102
2,1,124
6,1,170
3,1,100
4,1,96
2,1,109
5,1,128
6,1,74
6,1,129
3,1,115
6,1,170
3,1,209
3,1,220
1,1,207
2,1,93
3,1,118
2,1,104
6,1,100
7,1,98
7,7,47
1,1,74
4,1,72
2,1,128
6,1,50
6,1,50
3,1,173
4,1,75
4,1,77
4,1,77
3,1,91
4,1,165
2,1,102
7,1,214
6,1,166
9,1,66
2,1,45
5,1,71
6,1,89
7,1,60
2,1,50
2,1,30
2,1,20
6,1,76
2,1,83
1,1,35
2,1,65
1,1,93
2,1,30
6,1,65
2,1,65
2,1,109
7,1,126
4,1,178
7,1,291
2,1,178
4,1,198
1,7,148
6,7,138
2,1,331
4,1,301
4,1,251
2,1,306
6,1,218
6,1,143
4,1,120
8,1,93
5,1,145
6,3,105
7,1,100
3,6,128
4,1,98
5,1,97
2,1,100
5,1,273
2,1,209
4,1,220
3,1,144
3,1,185
3,1,150
3,3,155
5,1,170
3,1,144
5,1,136
3,1,202
2,1,158
2,1,169
1,1,260
5,7,493
5,1,1691
2,3,208
3,1,891
5,7,823
5,1,1133
1,1,620
1,1,330
3,7,206
7,7,327
5,1,555
3,1,595
2,1,459
2,1,480
1,1,664
2,1,177
3,1,169
7,1,177
3,1,437
1,1,490
6,1,1110
5,3,400
4,2,610
4,1,217
1,1,145
4,1,402
5,1,255
4,7,259
2,1,233
1,1,248
4,6,482
3,1,512
6,1,665
3,1,784
4,1,188
7,3,155
1,1,518
1,3,100
3,3,200
1,1,854
3,1,919
1,3,199
1,1,259
2,1,210
2,1,205
2,1,105
2,3,180
3,1,83
4,1,60
6,1,60
5,1,70
3,1,90
6,1,80
4,1,20
5,1,20
10,1,30
6,1,50
7,1,50
6,1,50
1,1,70
4,1,120
2,1,122
1,1,157
3,1,116
5,1,126
5,1,136
2,1,106
4,1,146
4,1,166
4,1,136
4,1,174
4,1,33
5,1,43
2,1,38
3,1,63
5,1,32
3,1,43
5,1,43
1,1,32
4,1,53
2,1,63
6,1,83
3,1,63
7,1,85
10,1,145
4,1,85
6,1,85
7,1,120
8,1,125
3,1,112
5,6,155
4,1,135
6,1,95
4,1,115
4,1,95
1,8,70
2,1,139
8,1,129
6,1,121
3,1,137
1,7,75
6,1,99
5,1,131
3,1,72
3,1,72
6,1,130
2,1,121
2,1,58
3,1,241
2,1,83
6,1,90
5,1,250
1,1,83
7,1,115
4,1,70
4,1,180
2,1,184
3,1,440
1,1,51
4,1,248
1,1,149
5,1,435
2,1,155
3,6,355
1,1,260
4,1,418
5,1,370
1,1,150
1,1,110
7,3,155
1,6,145
2,1,143
5,1,173
5,1,93
2,1,153
9,1,123
2,1,65
2,1,86
2,1,123
3,1,186
5,1,206
1,6,246
1,1,203
2,1,139
2,1,132
3,1,163
1,7,108
4,6,165
5,1,220
2,1,210
1,1,170
4,1,151
7,1,105
2,1,100
2,1,54
2,1,221
2,1,97
3,7,97
1,1,122
2,1,107
3,1,361
7,1,162
2,1,221
4,7,95
3,1,231
8,8,100
2,1,182
3,1,625
5,1,585
5,1,833
4,7,675
7,1,650
5,1,775
5,7,357
2,1,450
5,7,380
4,7,367
5,7,353
1,1,351
4,1,593
1,1,400
4,4,558
2,1,821
6,6,373
4,7,1089
6,1,1166
5,1,300
4,1,1101
5,1,388
2,1,378
6,1,426
1,3,510
2,1,568
4,1,998
3,3,523
8,3,695
5,1,1195
4,1,578
4,1,755
5,1,1085
1,1,740
3,7,830
2,1,790
3,1,374
4,7,693
3,1,584
3,1,1030
5,1,1710
1,1,753
4,2,568
2,1,1345
4,1,1145
3,7,1562
4,1,1308
2,1,1148
4,2,1685
8,1,2120
4,7,2040
4,1,2190
2,1,1134
6,1,2715
2,1,1032
6,7,695
4,7,871
1,7,520
3,7,577
4,5,1610
4,1,1817
4,1,642
3,3,1151
2,7,495
3,1,2255
5,7,1603
5,1,1315
5,3,470
4,3,555
4,3,318
9,1,692
1,1,300
6,7,301
4,1,682
3,4,3583
1,7,743
4,1,746
1,7,545
2,3,598
3,3,926
3,3,913
3,3,743
3,7,792
6,1,530
3,3,931
7,3,640
4,5,500
3,8,500
2,8,710
3,2,523
3,1,1203
3,1,1003
4,1,273
4,1,260
4,3,488
5,7,333
4,3,610
1,3,363
4,3,311
9,1,620
1,1,381
3,1,485
5,1,1119
6,1,696
1,7,599
1,1,670
5,7,563
5,7,483
4,3,1283
5,7,435
3,1,900
3,1,1298
3,1,974
5,1,413
5,7,5079
6,1,1005
4,1,1231
6,1,1775
3,3,385
5,1,1257
5,1,963
4,3,948
4,1,908
3,7,855
2,1,565
5,7,568
1,1,504
3,1,449
2,1,514
4,1,1124
4,1,598
4,7,1123
4,1,918
2,1,1338
2,3,853
3,2,1123
4,1,1083
2,3,893
5,1,1876
4,1,1935
1,1,1506
4,3,1316
3,1,211
2,1,372
5,1,397
4,7,577
9,2,1614
4,3,222
3,1,930
2,1,612
8,1,703
1,1,455
4,1,350
5,1,350
4,1,448
5,1,240
2,1,2615
2,2,3225
4,1,392
5,7,458
3,7,556
3,1,413
3,1,568
4,1,576
5,1,638
3,1,933
4,1,926
8,1,688
4,1,309
7,7,497
1,7,351
3,7,275
1,2,1079
5,2,1659
1,7,455
1,1,1058
4,7,1203
2,7,1116
3,1,1150
3,1,698
5,1,1053
2,1,1078
1,3,565
6,1,423
4,1,1323
5,1,421
4,2,389
3,2,423
7,1,641
3,1,1093
5,6,263
1,1,378
1,1,320
1,7,258
2,1,390
2,1,713
3,7,603
2,1,751
3,7,598
3,7,403
3,1,773
2,3,728
4,1,817
2,7,655
2,7,935
5,7,523
1,1,1175
3,1,2308
2,1,503
3,3,413
3,1,653
3,1,718
5,1,2323
4,1,483
2,1,1403
3,1,1391
3,1,529
3,1,565
4,1,992
4,1,823
4,1,871
1,1,1092
6,3,783
5,5,1413
3,3,1088
3,1,285
2,1,1228
1,1,663
1,7,1103
5,7,1720
4,3,1113
5,5,1163
2,1,664
3,1,1890
4,1,1624
7,3,1098
3,3,1673
3,7,1080
3,1,1213
5,3,748
1,3,454
3,1,1390
4,1,1120
4,2,933
5,7,499
3,1,603
3,1,1088
5,1,244
4,1,664
5,7,1180
3,5,1143
3,2,1128
2,1,254
1,3,603
2,5,1648
3,1,1513
3,3,693
3,3,305
2,1,546
7,1,415
2,1,690
2,5,276
2,1,1707
2,1,703
4,1,964
2,3,828
3,3,748
4,1,760
3,7,473
4,1,1358
3,1,2230
4,7,1328
3,1,2154
4,1,1215
5,1,2070
4,1,883
4,1,1155
3,1,1122
3,7,918
4,5,968
2,3,583
3,3,853
5,1,1465
3,1,418
2,1,802
3,7,702
2,1,1613
2,3,929
3,3,933
2,1,898
2,7,868
4,3,953
4,1,1383
3,7,723
5,1,1513
2,3,735
6,1,1618
6,1,1715
3,1,1577
4,1,1681
2,3,339
2,1,520
2,1,133
3,1,2272
3,1,1892
2,3,511
3,1,673
3,1,2163
3,3,1028
4,3,898
6,1,1765
1,1,330
5,2,255
3,7,643
5,1,648
1,5,245
2,3,555
4,1,343
5,1,1425
4,7,1153
2,1,1653
1,3,469
3,3,928
6,7,1238
3,1,2079
3,1,1684
6,7,933
3,1,1731
2,1,2650
3,1,396
6,3,453
4,1,707
2,1,310
4,7,316
3,3,603
3,1,575
4,1,636
2,2,1158
3,1,1228
1,3,1172
4,5,1423
2,1,1643
5,1,1148
4,7,550
2,1,492
1,3,291
4,1,293
5,2,377
1,1,535
1,1,826
1,1,677
2,1,1242
2,3,1068
1,1,1617
1,1,827
2,3,718
3,1,915
1,3,903
2,3,348
4,1,905
2,1,730
3,2,943
3,1,980
3,7,1077
4,1,1003
3,1,1587
3,7,1183
5,7,691
1,3,353
3,1,1598
4,7,735
3,4,685
1,5,350
1,5,300
5,3,930
3,1,874
3,7,2070
2,1,618
1,7,335
2,7,1111
2,1,653
3,1,390
4,7,1135
2,1,660
4,2,758
2,1,398
3,1,1323
5,1,1196
1,1,507
1,1,396
3,7,625
2,3,508
1,1,904
3,3,563
4,1,1728
4,1,1086
1,1,873
2,1,1173
5,1,933
2,7,1552
4,7,569
3,3,557
3,1,1226
2,1,370
1,3,815
3,1,1124
2,3,583
3,3,1123
3,1,443
6,1,644
4,3,1070
4,3,1359
1,1,578
6,1,1905
3,1,1220
1,7,867
4,1,1418
2,7,1305
3,7,1613
1,1,1211
1,6,578
5,7,1043
6,7,698
6,1,846
4,1,1271
1,7,440
1,1,1549
3,1,1655
4,7,870
4,7,1198
3,1,1323
3,3,631
4,1,920
3,1,758
3,7,1718
1,3,1474
2,1,1103
4,5,1475
4,1,1567
1,3,407
1,7,2143
2,1,1090
3,7,1123
2,1,1832
2,1,1650
5,3,1223
6,1,1716
3,1,1695
4,1,860
2,1,1609
2,1,508
5,1,1325
6,3,828
1,3,523
4,5,918
5,3,336
6,7,492
1,1,254
1,1,1370
1,7,1075
1,7,984
2,1,1350
3,1,1121
4,1,522
3,1,698
4,7,415
3,7,598
2,1,1645
3,3,226
5,1,2075
4,7,1024
5,5,1643
3,1,2438
4,7,1126
1,8,888
2,1,1679
1,1,1334
1,3,874
1,3,540
3,5,1741
3,1,605
1,1,635
5,7,440
3,1,1294
6,1,1627
2,1,1075
6,1,1145
5,1,1443
3,1,1223
4,1,1203
2,1,815
4,7,1643
4,1,1586
5,3,507
6,1,700
4,5,1138
5,2,2216
2,1,1151
5,3,903
2,1,542
5,5,1070
1,1,1375
3,1,1010
2,3,960
1,1,1175
6,3,608
2,1,1605
1,3,360
4,7,840
1,1,541
3,3,670
3,3,275
2,1,148
6,3,285
1,1,541
2,1,916
4,2,462
3,3,312
1,3,361
1,1,443
2,7,1153
1,1,523
1,1,1255
5,7,1060
4,1,860
2,1,384
1,7,1240
1,1,599
2,7,584
4,5,2654
3,1,1133
4,1,1320
3,1,1774
2,1,1278
4,7,1603
3,3,894
3,3,344
5,1,1855
5,7,593
7,3,698
4,1,448
2,1,1840
3,1,918
5,1,899
3,5,558
8,2,923
5,7,883
4,1,790
4,3,1045
2,1,698
5,3,936
3,1,587
3,7,814
4,1,938
4,3,1358
2,3,1013
5,1,3277
3,3,1024
1,7,345
1,3,353
6,1,662
2,3,643
5,3,1309
2,3,1580
4,1,729
4,1,433
3,3,562
6,3,1187
2,3,293
3,3,533
4,3,512
4,1,488
4,1,359
4,1,763
1,1,559
7,2,594
5,1,425
5,1,708
5,7,923
4,3,815
3,3,826
4,3,1175
2,1,566
1,7,130
4,1,555
1,1,297
2,3,460
2,1,563
3,1,415
5,1,651
4,1,1339
5,7,1147
1,7,527
1,7,599
3,7,681
5,7,678
4,1,1293
3,1,1123
4,7,635
3,1,1119
4,1,774
4,6,446
1,7,548
2,7,448
4,7,497
1,7,483
4,1,1163
4,1,940
1,7,244
3,7,583
2,7,431
1,7,610
2,1,671
2,1,558
2,7,985
4,1,1071
4,1,588
2,1,558
5,1,1659
1,7,554
4,2,1116
1,1,445
1,1,1056
2,1,355
3,3,825
5,1,1628
3,1,1153
4,1,949
4,7,623
8,1,1235
3,1,453
4,2,1373
3,3,639
2,1,1630
5,2,1905
2,3,714
2,1,3283
2,1,880
4,5,1478
2,1,1280
1,7,1091
2,1,879
3,1,1753
4,1,1800
2,1,1787
2,1,1107
3,3,1735
2,1,2145
3,1,2154
3,1,2129
2,1,3225
2,1,4197
2,7,1347
2,1,4220
2,1,4210
2,1,5275
4,1,4325
1,7,8200
3,1,2728
5,1,4267
4,1,1785
3,3,6200
3,1,5194
4,6,4271
2,1,5440
4,1,8285
5,1,4768
1,7,1663
4,7,2185
2,1,4255
4,1,8240
2,3,830
4,1,1145
4,1,1046
1,7,1128
5,3,898
4,1,5170
2,1,1529
3,1,3725
2,1,2765
2,1,3243
1,1,2663
2,6,493
2,5,1220
1,5,1145
2,1,1250
1,1,3686
4,1,3766
5,3,1225
1,3,570
3,3,2805
1,5,1191
2,7,1210
3,7,1111
4,1,2302
2,1,1988
3,3,533
4,2,1654
4,1,1745
1,1,2815
2,1,2624
3,3,795
3,1,1325
1,3,1218
4,5,2183
3,3,2275
4,3,1680
1,3,1485
5,5,1599
2,1,2225
1,1,3296
1,7,2080
3,4,776
3,5,1800
3,1,960
2,5,1375
3,1,2780
2,1,3335
4,1,14240
2,1,2195
6,7,2428
3,1,2689
1,7,788
4,3,2250
3,1,2266
1,3,633
1,1,2640
3,1,3238
1,7,3205
1,1,7161
1,7,1165
7,1,8335
4,1,4215
3,5,2145
4,1,2710
1,7,1608
2,1,3148
2,1,2122
3,3,1453
2,5,1529
6,1,1991
2,1,2329
4,1,2715
4,1,2180
5,1,2385
1,1,578
2,1,937
4,1,893
2,1,2138
5,1,1730
3,1,1664
2,1,653
1,3,1534
4,3,2195
3,1,2378
2,3,1655
2,1,1195
2,3,1473
4,1,1655
3,3,1553
1,5,1010
1,5,1080
3,3,1205
2,1,1018
2,1,3722
2,3,1099
1,5,1569
2,5,2201
3,1,1621
3,1,1382
3,1,2173
2,1,2260
2,1,2199
3,3,2098
3,3,1670
3,5,2100
1,1,2153
4,1,1358
2,7,853
2,1,1728
1,1,793
1,1,835
4,3,1090
4,1,580
2,1,2130
3,6,313
4,1,1715
4,1,920
2,1,1586
4,1,590
2,1,1652
3,3,1243
2,3,1157
3,1,2118
5,7,820
1,7,738
2,3,838
5,3,1992
1,1,717
2,5,993
2,3,1133
3,1,3185
5,1,1995
1,5,1125
1,4,695
2,1,885
5,5,1353
1,1,2093
2,1,3629
1,7,278
6,1,1233
4,3,993
1,1,963
2,1,2022
2,1,2310
1,3,793
1,5,675
4,3,1609
6,5,2203
3,1,3790
1,1,1938
3,1,1700
1,3,360
3,5,968
4,7,1250
4,7,1584
3,1,848
4,3,1623
5,1,1709
4,7,606
2,5,1113
1,1,1089
1,7,950
2,1,1075
1,1,559
3,1,1803
6,1,2056
3,1,2703
4,3,1728
3,5,1373
5,1,2120
2,1,4350
4,1,2256
1,3,1530
1,6,782
4,3,1823
4,2,7246
3,1,2330
5,1,2204
1,1,3643
1,3,1530
4,1,3238
3,1,2233
3,3,2030
3,2,2193
3,7,2235
3,3,2780
4,1,1803
1,5,235
3,5,2685
3,5,1663
4,1,2301
2,1,433
3,3,908
3,5,3173
4,5,2243
3,3,2349
4,1,3733
5,7,1416
3,1,2068
2,1,2653
3,1,2201
4,1,1236
3,1,1323
3,3,773
5,3,993
3,1,1630
3,4,868
4,3,3363
4,5,2633
4,1,2046
4,5,1720
4,3,2475
4,1,2241
2,1,1536
2,7,1101
4,1,2147
1,7,583
3,3,1025
3,5,2232
3,1,1373
3,5,7210
3,3,1223
4,5,2178
4,3,2013
5,3,1078
3,5,878
3,1,1190
1,5,542
1,1,1065
1,1,718
2,3,2278
5,5,773
3,1,583
3,3,1153
3,7,582
2,7,768
4,7,1000
3,7,923
1,7,513
4,1,1178
2,1,2036
4,3,796
2,1,480
2,5,643
3,1,607
3,1,519
5,1,3255
4,1,1432
4,1,1318
2,1,1149
3,1,975
3,2,2243
3,1,1585
2,1,1636
4,3,1073
2,7,893
2,7,1636
4,3,578
3,1,2060
1,7,356
3,3,1310
3,3,1165
1,7,562
3,7,2659
1,7,825
1,5,305
4,5,1545
1,5,1155
1,3,495
3,1,1307
1,3,2645
1,3,2190
3,1,2746
3,1,2848
6,5,580
1,1,2263
1,1,2250
4,3,2418
3,1,3503
2,1,2385
4,3,2997
2,6,1298
3,1,10485
2,1,6352
3,1,9438
2,1,9474
3,5,5240
1,3,928
4,1,5242
2,7,1679
3,1,4227
1,5,1604
3,1,4203
2,1,2154
1,1,2360
1,1,1906
7,3,3427
2,1,3374
2,7,605
3,1,2145
2,1,2489
2,1,1295
3,1,673
1,7,1100
3,3,3718
2,1,2240
1,3,2904
2,1,5145
3,3,1269
1,1,2743
3,3,2275
1,3,2232
2,3,1723
1,3,1685
1,3,1715
1,1,1735
4,1,4464
1,3,2320
4,3,2420
3,3,1800
1,3,2843
1,1,2183
1,1,2223
1,1,2173
2,3,2263
3,1,3310
2,3,3373
3,1,4050
4,3,1530
5,3,1994
2,1,2205
2,1,2178
2,5,2143
1,5,2039
2,1,1080
1,3,1908
4,5,1694
4,5,2193
3,4,705
2,4,740
2,4,820
4,1,1170
1,7,598
1,1,930
1,1,773
3,3,1070
1,3,600
3,1,1699
1,5,1622
2,1,1630
2,1,1850
4,1,1671
2,1,628
5,1,2278
4,1,1682
4,1,1215
2,1,1242
5,3,1156
3,1,1936
2,1,1983
2,1,1356
1,3,883
2,1,210
1,3,381
4,5,1283
2,7,353
4,5,426
5,5,876
2,5,1330
6,1,2735
5,3,498
2,3,318
5,3,873
4,3,1620
1,1,59
5,7,143
3,7,209
2,7,152
6,1,910
6,2,415
2,1,188
4,1,243
5,1,152
1,7,79
8,1,204
5,1,375
3,7,174
2,1,322
3,1,571
2,1,705
9,3,385
4,3,800
1,1,494
4,1,597
3,7,313
2,1,236
3,7,392
4,3,567
2,1,707
6,1,221
4,1,332
5,1,408
3,1,254
4,1,421
2,1,184
5,1,624
5,1,254
3,1,241
5,1,252
4,1,352
3,7,298
2,1,155
6,1,205
2,1,199
2,1,250
2,7,356
1,6,296
6,2,340
4,1,713
7,1,268
4,1,613
3,7,237
3,7,210
2,1,251
5,3,295
3,1,253
3,1,268
3,1,383
3,1,365
2,1,362
2,1,448
7,1,345
3,7,216
7,3,175
2,7,160
4,7,265
2,3,366
3,1,430
6,1,415
3,3,460
2,1,263
6,1,363
4,1,271
6,3,363
1,7,249
5,1,462
7,7,275
1,7,120
2,7,180
2,7,281
3,2,275
7,1,333
2,7,180
5,1,208
1,7,62
4,7,220
1,7,103
2,1,149
5,7,234
3,1,305
3,7,279
4,1,304
6,1,313
7,1,335
4,1,263
2,7,266
1,7,213
3,1,305
3,1,257
3,3,309
5,1,264
7,7,514
6,7,295
3,1,477
1,1,330
4,1,655
5,1,751
3,1,908
3,7,555
6,3,294
5,5,502
8,3,274
4,1,598
4,1,1195
6,7,605
3,7,422
7,3,635
2,1,270
3,1,420
4,1,259
3,1,299
3,7,446
1,1,470
3,3,360
3,1,591
5,1,501
1,6,380
5,1,509
5,1,443
2,7,468
3,7,247
2,1,248
4,2,346
5,1,355
8,1,1091
3,1,283
3,7,398
3,1,365
4,1,533
3,7,283
5,1,265
5,7,268
5,1,287
5,1,607
6,1,366
5,1,272
4,1,158
5,1,318
3,1,359
4,3,337
5,1,490
4,1,553
2,1,262
3,1,759
4,3,230
3,1,420
3,1,303
5,1,353
1,1,288
6,1,287
3,1,314
2,3,198
5,1,282
3,1,209
4,1,392
2,1,259
3,1,266
1,1,253
7,7,265
4,1,187
3,1,313
5,7,390
3,8,175
5,1,208
7,7,243
8,1,291
2,7,228
3,7,228
2,1,228
6,1,288
4,1,280
1,1,90
4,1,660
11,1,610
3,1,435
2,1,255
4,7,351
2,1,360
2,1,265
6,1,130
2,1,160
3,1,174
2,1,178
4,1,325
4,7,161
3,7,280
4,3,323
4,1,498
3,1,609
3,7,412
2,1,435
3,1,301
3,1,393
4,1,273
2,3,391
4,1,355
5,1,460
4,1,503
3,1,623
1,1,383
3,1,467
4,1,362
5,1,772
5,6,45
4,3,365
4,1,373
3,3,285
1,1,293
4,1,235
4,7,285
5,1,283
6,7,258
5,1,253
1,1,246
6,3,244
3,7,256
1,1,228
2,1,260
2,7,260
3,1,283
6,1,648
5,5,475
5,3,552
6,1,475
3,7,295
7,7,295
5,1,410
6,1,426
5,1,383
2,1,353
5,7,355
4,1,285
3,1,305
4,1,358
4,1,650
2,2,590
2,1,859
3,1,544
1,1,296
5,1,525
2,2,604
3,1,643
1,1,261
5,1,625
6,7,683
7,1,404
2,7,267
4,5,633
4,1,602
2,7,286
5,7,370
6,1,617
3,1,915
5,7,528
4,3,963
5,7,1111
5,5,15214
2,1,331
4,3,482
2,1,692
2,5,15053
4,1,1422
1,1,577
4,3,522
1,7,141
5,1,407
2,7,270
4,1,526
1,7,267
3,7,231
1,7,210
3,1,630
2,1,1590
5,3,1090
4,1,593
5,1,362
4,1,843
4,1,637
2,1,297
2,7,839
7,1,396
3,7,725
2,3,835
4,1,590
2,1,238
4,7,242
5,7,145
1,7,215
7,1,451
5,5,605
6,1,555
2,1,669
2,3,1041
1,3,458
3,1,352
5,3,603
7,1,628
1,3,365
5,1,560
3,3,441
7,1,630
4,3,263
6,1,230
3,1,408
3,1,357
1,1,281
3,7,312
5,7,336
1,1,360
5,1,582
1,3,300
3,3,185
3,3,386
4,3,345
1,3,380
5,3,310
2,1,2114
1,3,180
5,3,617
9,5,406
2,7,562
5,3,495
4,1,560
2,1,347
1,1,419
2,3,463
1,7,190
5,7,298
3,1,320
4,1,363
4,1,285
3,1,368
5,1,590
4,1,275
2,1,571
4,1,363
1,1,350
2,2,436
2,7,163
2,7,150
4,1,377
4,1,476
4,1,151
5,7,270
4,1,385
4,7,204
1,3,145
1,3,122
10,3,275
4,3,153
5,3,515
2,1,305
3,3,280
4,7,263
6,1,293
5,1,290
3,5,378
5,1,640
7,1,1086
3,1,268
3,7,285
5,1,360
2,1,580
5,1,862
5,1,1524
8,1,510
2,1,130
3,1,154
1,1,67
4,1,97
5,1,134
1,5,138
1,7,132
3,1,80
2,1,94
9,1,236
4,1,143
1,7,146
3,1,1255
4,1,550
3,1,800
3,1,1855
1,1,110
1,6,1127
2,6,80
1,5,525
4,1,415
4,3,495
1,1,425
1,1,390
4,1,251
2,1,265
2,7,85
5,1,217
2,1,99
4,1,260
3,1,99
8,1,423
3,1,173
1,1,178
3,1,270
4,1,245
2,1,598
4,1,897
4,1,378
1,7,168
6,3,596
3,1,357
1,1,596
1,7,289
5,1,1093
1,1,2162
5,1,1913
1,3,740
2,3,280
4,1,855
3,7,363
2,1,280
4,1,271
4,1,460
3,3,292
2,3,146
4,3,208
4,1,181
8,1,224
2,1,127
1,1,108
3,1,65
2,1,147
1,1,47
1,1,50
8,1,50
7,1,160
5,1,95
6,1,80
8,1,74
1,1,140
2,1,42
1,1,60
1,1,55
1,1,50
1,1,20
2,1,96
3,1,65
4,1,35
2,1,67
7,1,93
1,1,67
3,1,99
4,1,205
1,1,110
3,7,99
2,1,110
3,7,85
6,1,107
5,7,170
5,1,109
5,7,75
1,7,68
5,1,70
1,1,68
3,1,115
5,1,124
4,1,243
1,1,122
2,1,108
5,1,114
5,1,106
2,1,158
3,1,103
5,1,158
4,1,151
5,1,82
2,1,53
6,1,143
1,1,124
2,1,82
1,1,75
2,1,95
4,1,56
3,1,125
3,1,83
2,1,87
2,1,116
5,1,86
3,1,57
2,1,53
4,1,95
1,1,20
2,1,105
1,1,20
2,1,100
2,1,83
1,1,95
4,1,20
2,1,93
6,1,185
2,1,85
5,1,151
1,1,255
6,1,145
6,1,124
2,1,48
2,1,66
5,1,124
6,1,276
2,1,96
2,1,616
2,1,210
3,1,425
2,3,215
1,1,373
4,1,380
3,7,300
4,7,270
1,1,209
3,1,157
4,1,315
5,1,295
3,1,205
5,1,150
4,1,110
2,1,106
3,1,108
2,1,73
4,1,93
2,1,263
1,1,73
9,1,110
1,1,105
6,1,87
4,1,81
2,1,441
4,1,376
5,2,323
2,7,312
4,1,352
2,1,401
6,1,729
5,1,201
7,1,333
1,1,153
4,1,470
