nro_residentes,tipo_vivienda,pago_mensual
5,1,2118
5,4,2375
1,6,800
1,4,2038
5,4,2500
3,6,1661
5,6,770
1,4,225
1,6,240
2,4,1715
5,6,463
1,4,369
3,4,2040
2,6,403
3,6,500
6,6,1125
6,2,4260
6,4,2290
4,6,1686
6,4,1518
4,2,890
5,6,613
4,4,515
2,5,380
5,2,2530
5,4,342
7,6,1527
1,6,365
3,4,1525
5,6,448
2,4,3338
3,6,890
13,2,5450
4,6,1935
4,4,313
6,4,400
4,6,1120
3,6,1290
4,4,2476
3,6,1397
6,4,615
1,4,277
4,5,308
2,6,758
5,4,235
6,6,320
3,4,270
7,4,283
3,4,185
4,4,148
4,4,223
4,4,175
2,2,1259
4,6,945
4,6,1020
4,6,281
5,6,336
5,4,2510
3,6,495
2,6,545
5,4,1975
5,6,941
5,6,227
1,6,282
3,4,214
8,4,285
6,4,131
1,4,192
5,4,6140
4,4,820
6,6,1010
5,6,945
5,4,830
5,5,2025
4,6,2177
2,6,2529
7,2,2370
3,4,2144
4,4,1650
3,6,1285
3,6,295
1,4,143
4,6,285
4,2,3340
2,4,6242
3,4,2902
1,6,375
2,6,3250
3,4,2170
2,6,2729
1,6,268
5,3,1731
2,4,658
5,6,963
4,2,695
1,6,288
5,4,390
3,6,407
5,6,178
7,6,256
3,4,1430
4,4,251
5,6,782
9,6,3100
3,4,180
3,6,475
6,4,626
3,6,212
3,3,2152
8,4,455
5,6,423
2,4,267
3,6,271
5,2,333
5,6,1310
1,6,333
1,4,1923
4,4,1746
4,4,2276
3,4,167
3,4,266
2,5,385
1,6,274
4,6,303
5,4,333
4,6,228
4,4,214
5,6,525
5,4,930
4,4,1480
2,4,519
4,6,1245
2,6,319
7,4,902
4,6,4073
1,6,128
1,6,385
2,6,255
8,6,1475
8,4,3315
2,6,410
4,4,760
1,6,240
3,6,365
5,2,2345
3,6,1568
1,6,420
4,6,418
4,6,533
2,6,655
4,6,622
3,6,1076
5,4,2400
2,4,3050
2,4,1180
2,4,685
3,4,458
2,6,338
3,6,426
1,6,400
4,4,1675
6,4,595
5,4,358
7,6,507
5,6,623
3,6,883
5,6,1495
1,4,1652
6,4,1203
2,4,818
1,4,603
4,6,1505
3,3,3630
2,5,1122
1,6,180
5,6,493
1,6,387
2,6,490
5,6,378
5,6,914
4,4,1098
6,4,310
3,6,1755
2,6,173
5,4,225
5,4,325
5,4,193
4,4,2368
2,6,950
7,2,3088
1,6,560
2,4,7532
5,6,2175
2,4,703
4,4,822
4,6,931
3,4,1446
2,4,640
1,6,880
4,6,426
7,4,980
1,4,263
5,4,1725
2,6,395
2,4,735
5,4,1120
4,6,815
3,6,820
4,2,545
1,6,480
1,6,539
2,4,790
2,4,1135
3,6,500
4,5,2703
4,4,2158
5,6,175
2,4,1201
3,4,450
3,6,864
1,4,703
1,4,840
4,6,531
2,4,647
3,6,1125
4,6,203
6,6,1000
7,2,1260
3,4,440
3,4,476
1,6,362
4,4,377
4,4,1617
3,5,465
3,6,3588
5,6,482
2,4,255
6,4,293
2,4,625
1,6,370
2,4,728
4,4,1755
6,6,1147
3,6,415
2,4,2295
4,4,2400
7,4,390
5,4,1145
1,4,397
4,4,2102
5,4,790
4,6,815
1,6,402
3,6,675
5,4,3408
7,2,3850
2,4,687
1,4,2068
5,6,584
4,4,1258
4,4,1042
3,4,181
3,4,963
2,4,393
4,6,445
4,6,190
3,6,543
4,6,362
3,6,303
3,6,615
5,6,410
2,6,525
2,4,2798
1,6,981
4,4,1379
3,4,1775
3,6,2235
4,6,772
6,6,1860
3,6,2263
1,4,5090
1,6,1260
2,6,2178
8,4,1793
5,2,3830
3,6,1739
4,6,1310
3,4,1667
4,6,705
5,4,370
5,6,625
4,6,2313
2,6,331
5,4,2945
1,6,1280
3,6,1900
4,1,1742
4,4,2310
2,6,414
1,4,1760
7,4,2050
3,2,1225
5,4,2358
3,6,1076
3,4,2335
1,4,873
3,6,1041
4,4,2425
5,6,685
3,5,323
1,5,376
2,4,2622
2,2,3185
3,6,334
7,4,288
5,4,166
6,6,184
3,4,501
4,6,1166
5,4,980
5,4,803
8,5,290
1,6,591
4,4,516
6,4,1428
6,3,438
4,6,1415
4,4,567
4,4,502
4,2,567
2,6,523
6,6,452
2,6,390
6,4,746
2,4,703
2,4,617
1,6,473
6,6,886
5,6,1367
7,4,407
3,4,1187
1,4,623
1,6,429
1,4,2295
5,2,1590
5,4,1408
3,2,1100
2,6,1670
5,6,271
1,6,1080
5,2,3990
10,4,2515
9,6,1825
7,6,1475
4,4,417
4,6,2128
6,6,1197
5,6,1665
3,6,945
6,1,310
6,4,350
4,4,283
5,4,275
1,4,220
2,4,635
2,4,780
3,4,1623
4,6,1885
4,6,2580
1,6,513
5,4,1550
11,4,900
2,4,400
1,6,1327
5,4,972
3,6,630
3,6,3225
7,6,1280
5,4,2346
2,4,423
6,6,288
5,4,602
7,5,385
6,6,461
9,4,725
3,6,267
9,6,371
3,6,457
3,4,1255
2,6,1353
2,4,150
6,4,257
5,4,243
4,4,275
4,4,203
5,2,172
1,6,212
3,4,258
3,6,665
4,6,515
1,4,450
4,6,1235
6,6,510
2,6,428
1,4,271
1,4,185
3,4,1179
5,4,1138
7,2,1235
4,4,1605
2,4,415
2,4,1010
6,4,2075
4,6,700
2,4,820
1,6,300
4,6,295
3,6,117
5,5,400
3,6,612
7,2,263
6,4,425
4,6,143
4,4,228
2,6,426
5,6,253
1,4,1107
6,6,630
4,6,270
4,4,154
5,6,236
4,6,1214
2,6,944
2,6,2280
6,5,2030
5,4,1166
6,6,1513
3,4,1389
2,6,481
3,5,393
4,4,808
3,6,553
5,4,418
5,6,633
4,4,1905
4,6,1550
3,6,295
1,6,830
3,4,1355
3,6,1085
5,6,1165
1,6,535
2,4,940
6,5,227
7,5,312
4,4,1280
3,4,270
2,6,408
3,1,2365
4,6,1208
9,4,491
4,6,470
1,6,650
1,6,775
2,4,222
7,4,767
2,4,1569
4,6,1153
3,4,1596
4,4,1000
2,6,233
7,6,1288
3,4,800
7,4,605
8,3,954
1,4,253
4,6,371
4,6,750
3,6,396
2,6,475
3,6,3175
2,5,452
7,6,788
2,6,645
7,6,338
5,6,733
6,6,404
9,4,470
5,6,625
6,1,5722
3,6,2300
4,4,1875
5,4,1769
5,4,5600
4,4,1923
4,4,2332
3,3,907
1,6,306
1,5,720
5,1,2091
4,6,950
4,4,1950
2,4,1663
1,6,593
4,4,1230
2,4,773
4,5,1117
4,4,1453
10,5,1382
4,4,1935
3,6,3890
4,6,196
4,6,184
4,6,269
4,6,461
4,4,424
6,4,330
4,4,215
2,6,880
4,4,1685
2,6,818
3,4,840
4,4,2870
4,6,335
2,4,665
4,4,380
2,6,508
4,4,2210
2,6,727
4,6,354
4,1,764
7,6,868
5,4,1607
4,6,1588
4,4,1593
5,4,622
3,5,320
3,6,372
2,4,479
4,6,4700
5,4,1976
3,6,1187
5,4,2365
9,6,320
2,5,570
4,4,1190
3,6,415
6,4,485
1,6,268
6,6,415
8,4,980
3,6,1321
4,4,844
6,6,460
5,5,640
4,4,765
3,1,1080
1,6,198
4,6,405
7,4,405
3,4,305
4,4,805
8,4,275
3,6,345
5,6,422
9,4,308
3,6,297
5,6,1469
5,4,700
3,4,292
3,6,524
4,6,702
4,6,390
3,4,755
5,4,767
4,4,563
3,6,270
5,5,387
4,6,805
3,2,1324
2,6,263
5,6,1456
6,4,1323
10,4,1025
1,6,220
4,4,715
5,4,380
5,4,387
4,4,1135
3,6,750
4,2,2109
2,4,648
2,6,735
5,6,610
1,6,1035
1,6,400
4,6,745
4,6,8115
1,3,1062
4,6,529
3,4,1945
1,4,2290
1,3,2215
2,4,1115
4,4,542
2,4,394
4,4,220
5,4,202
6,4,468
3,6,1685
5,4,470
5,6,459
3,6,712
5,4,1032
1,4,1094
1,4,1170
1,6,300
4,6,331
6,4,546
6,6,462
2,4,320
3,6,297
1,6,395
4,6,222
6,6,2940
5,4,5835
1,4,2208
2,4,4175
5,4,523
3,2,5182
2,4,3359
3,4,2338
3,5,1120
4,4,630
4,6,2330
4,4,2973
5,6,2850
5,6,199
3,6,338
4,2,980
3,4,945
4,4,459
4,4,955
4,4,495
2,4,570
1,4,890
4,6,856
1,6,338
1,4,1412
1,6,143
1,6,350
1,6,350
4,6,605
2,6,464
2,6,300
2,6,275
2,6,305
3,6,850
4,4,2453
3,6,575
5,4,450
1,6,75
4,6,355
4,6,321
1,6,287
6,4,600
4,6,321
2,6,280
5,6,341
2,4,1066
4,4,353
4,6,443
7,6,1166
4,4,1230
3,6,390
4,4,1285
1,6,300
8,4,2565
3,4,1505
5,4,2952
7,6,4245
5,6,730
2,6,374
2,4,411
4,6,220
3,4,1583
5,4,1560
1,6,7670
4,4,560
6,4,446
3,4,492
1,6,295
7,6,455
6,1,663
3,6,350
5,4,288
3,6,138
7,6,590
6,6,218
5,5,649
2,4,573
1,6,87
3,6,518
4,6,3035
6,6,803
4,6,1099
2,4,745
4,6,955
2,4,577
4,6,580
3,6,580
4,6,2275
4,5,475
3,4,443
4,4,429
4,4,1680
3,4,1763
1,6,353
4,4,674
7,1,538
4,4,2505
2,6,2355
1,4,2385
3,4,1985
4,6,651
3,4,588
1,6,680
5,5,2405
4,2,3880
2,6,495
4,6,545
3,6,465
1,4,2115
8,4,1180
2,4,735
2,6,473
5,5,855
1,6,450
4,5,1418
6,4,2355
2,6,1435
3,6,2452
2,6,2814
5,6,1295
3,1,1023
1,4,221
3,4,311
1,6,380
6,6,415
6,6,292
4,4,322
4,6,313
3,6,493
3,4,725
4,6,297
4,6,217
3,4,293
4,6,312
7,6,240
5,6,402
2,4,675
1,4,320
6,4,1460
5,4,2156
1,4,1715
3,6,370
2,6,185
5,6,1780
4,6,1445
1,6,127
2,4,545
3,6,464
3,6,408
4,6,1110
1,4,2175
2,6,455
7,4,243
1,6,245
1,6,475
4,4,367
1,6,407
3,2,698
1,6,420
7,2,2020
4,6,480
3,5,528
6,4,550
1,6,439
2,6,380
5,6,620
2,6,1125
8,4,1210
3,6,157
4,6,262
5,4,562
3,6,1143
2,6,423
2,4,889
4,1,1180
7,4,1227
5,6,503
4,6,600
6,4,615
4,4,245
1,6,340
4,4,645
1,4,305
6,4,730
5,6,252
8,4,633
4,4,388
2,4,255
2,3,94
5,4,1670
3,6,405
4,6,723
3,4,936
2,1,91
5,6,174
3,6,247
4,6,393
4,4,1725
4,4,2037
5,2,2353
4,4,685
4,6,343
6,4,456
4,4,583
5,6,488
2,4,297
1,4,1123
3,6,442
1,6,350
2,3,809
3,4,405
4,6,305
6,6,365
4,2,2745
6,6,380
3,5,473
4,6,160
5,4,710
4,6,538
3,4,2118
3,6,910
4,6,695
3,6,2048
4,4,498
3,6,465
6,6,248
4,6,582
2,4,128
1,6,594
2,1,2189
4,4,3315
3,6,1262
2,6,525
3,2,1785
4,5,908
4,4,278
4,4,582
3,4,357
4,6,200
1,3,218
4,6,309
4,4,2695
1,6,245
3,4,254
3,6,568
3,6,577
1,6,550
3,6,101
2,1,78
3,4,1792
4,4,1823
3,4,2193
3,5,2671
5,6,313
4,2,1088
5,6,220
4,6,789
3,1,385
1,6,240
4,4,1700
3,1,2175
5,4,1455
3,6,2725
7,4,1845
3,6,985
2,4,792
2,6,1303
2,6,303
5,4,286
3,6,298
4,6,498
1,4,242
1,6,220
4,4,370
4,4,837
4,6,1115
3,6,485
5,4,633
5,6,505
3,6,456
4,4,319
3,4,401
4,6,416
3,5,801
5,5,1226
5,4,423
4,6,537
2,4,358
3,6,1095
1,6,600
3,4,455
4,6,394
5,4,1312
7,4,312
4,6,402
3,6,265
4,4,255
5,4,5760
3,4,3702
2,4,4186
4,4,4692
3,4,3156
6,6,348
1,6,240
1,5,1072
3,6,1848
2,6,1405
2,4,1422
4,4,1695
1,4,567
1,4,883
2,6,149
6,4,318
2,5,663
5,4,412
5,4,1223
1,6,202
5,6,305
4,4,615
8,4,1290
3,5,917
3,4,1125
4,4,1174
7,4,1144
7,4,1245
4,6,1030
5,6,1225
3,4,338
4,4,705
1,6,467
5,1,2265
4,4,1100
4,6,1043
4,4,280
3,6,838
8,4,590
5,6,570
4,4,1226
6,6,758
4,6,512
2,4,930
1,6,1125
3,6,1425
4,6,628
5,6,599
1,6,443
4,6,763
1,6,475
1,6,375
1,6,500
1,6,500
2,6,1025
2,6,4029
4,6,541
5,4,1762
3,1,2879
4,4,3016
2,4,2209
1,6,540
1,6,450
4,4,685
3,6,387
6,1,652
6,5,638
2,6,225
2,6,55
4,6,216
1,4,158
2,4,130
5,4,141
5,4,646
7,6,174
2,4,236
5,4,190
3,4,733
5,4,504
2,4,125
3,1,265
3,6,208
3,6,848
4,4,316
4,1,860
2,6,176
4,6,196
5,4,402
4,4,209
3,6,146
3,6,161
2,6,167
8,4,2043
4,6,602
3,6,1149
3,6,725
3,6,606
3,4,539
4,6,506
4,6,953
6,2,1353
2,6,848
6,6,980
5,5,1656
7,5,2340
3,4,1380
1,6,312
6,4,1395
6,4,2327
2,4,477
3,6,605
4,6,762
7,4,973
2,6,385
2,6,304
5,2,1734
3,2,1103
6,6,1706
2,4,68
3,4,93
3,4,240
7,6,380
3,6,1075
7,6,454
5,6,974
2,6,1113
2,4,698
3,6,575
3,6,718
1,6,205
1,6,400
4,4,2869
5,4,984
3,4,578
3,6,480
1,6,490
1,6,300
2,6,344
4,4,4180
4,4,950
6,2,700
5,4,1622
3,4,387
1,6,1895
4,4,450
1,2,610
2,2,427
3,6,408
1,4,358
5,4,1800
3,4,2245
4,4,1665
1,6,414
4,4,1150
3,5,1013
4,6,950
6,4,4215
4,2,280
3,4,313
5,6,6466
5,5,545
2,4,1423
4,6,405
4,6,800
2,5,2628
3,4,510
5,4,540
4,4,248
2,4,603
4,6,327
1,4,237
5,4,1053
2,4,1134
5,4,170
2,6,130
2,4,105
3,4,115
5,6,1755
1,4,20
8,4,225
4,4,30
2,4,120
6,4,1255
1,4,120
2,1,100
3,4,955
2,4,303
5,4,637
2,4,578
5,6,970
4,4,1212
2,4,319
8,4,118
5,4,68
5,4,80
3,4,120
1,4,445
2,5,430
1,6,679
5,6,2803
4,6,625
3,4,2375
2,6,767
2,6,612
1,4,100
1,4,116
1,4,135
3,4,277
1,6,410
4,4,670
5,6,408
4,6,368
1,6,758
4,4,698
2,4,67
3,6,265
1,5,90
8,6,158
2,6,616
4,4,472
5,4,585
4,6,278
8,6,1556
3,6,415
6,6,1310
5,4,805
3,6,212
3,4,618
3,5,2355
6,5,2755
1,6,550
7,4,1342
6,4,1332
2,4,2074
4,4,1712
5,5,723
1,6,850
5,4,3635
9,6,1730
3,4,2880
3,6,922
2,4,769
3,4,1113
3,4,400
4,5,9370
6,4,1563
4,6,2114
4,6,1398
1,6,550
2,5,120
5,5,118
2,6,10
4,6,30
4,6,1190
7,4,610
4,6,798
3,6,470
3,6,388
2,4,286
5,4,323
3,6,609
5,4,281
1,6,615
4,4,2173
5,6,720
3,4,854
6,5,805
4,4,118
6,3,158
3,4,161
2,3,178
3,4,1075
2,6,185
4,6,294
4,2,244
3,4,258
2,4,440
1,4,300
6,4,365
4,6,360
3,2,680
3,4,495
3,6,361
5,1,330
5,4,394
4,4,3034
5,4,4615
4,4,50
1,5,200
2,6,382
3,6,487
3,6,452
1,4,2095
2,4,1885
4,4,260
5,4,293
6,4,289
3,4,300
4,6,326
2,4,585
5,4,1308
5,4,493
10,6,963
7,6,2404
6,4,236
1,6,355
3,4,3525
1,6,350
3,4,600
1,6,160
5,4,1109
6,6,575
7,6,1011
3,4,1052
5,6,587
2,4,648
4,4,249
4,4,1025
2,2,3760
5,4,2825
1,5,473
4,6,1413
3,6,1852
4,5,562
4,4,645
8,4,985
3,4,2055
3,6,583
4,6,865
5,4,1227
1,4,666
5,6,268
1,6,157
3,4,265
3,6,258
4,6,415
6,6,434
4,4,172
4,4,176
1,4,111
2,4,161
1,6,475
4,4,352
3,4,1005
4,2,540
6,4,1055
7,6,693
5,4,430
2,6,353
4,6,565
3,6,251
3,1,3868
3,6,493
3,4,377
5,6,208
4,6,885
3,6,425
5,4,630
4,6,878
5,6,490
5,6,367
6,4,295
3,6,395
4,6,920
1,4,275
6,4,345
2,4,225
4,6,125
2,4,603
2,4,633
4,4,675
2,4,1163
2,6,433
5,6,965
8,6,602
2,4,177
3,4,335
1,4,838
2,4,90
1,4,152
2,4,66
2,4,82
7,6,606
4,4,1705
1,4,364
6,6,655
5,4,540
6,2,262
2,3,237
4,3,235
5,3,342
1,6,64
5,4,731
3,4,1748
5,4,1843
5,4,844
6,6,910
5,4,562
3,6,444
2,4,1610
4,6,359
1,6,187
4,6,761
5,6,970
4,6,1367
4,4,1246
3,6,855
7,4,359
1,6,535
5,4,220
3,4,715
3,6,920
3,6,853
4,4,968
2,3,191
5,2,2205
5,4,108
1,4,85
3,6,103
1,4,65
2,4,114
1,4,114
2,4,150
2,4,75
2,6,235
6,6,403
4,5,859
2,6,323
3,6,629
2,4,325
4,4,273
4,6,192
2,4,151
4,4,383
2,4,264
3,6,257
5,4,453
4,4,1060
6,6,605
5,6,242
5,4,860
4,4,363
4,6,344
3,4,4518
3,6,840
1,4,2272
2,6,1115
3,4,1132
1,6,695
1,6,400
1,6,803
1,6,493
3,4,733
1,4,1120
1,6,618
4,4,3310
2,4,623
2,4,10
1,4,50
1,6,20
3,4,20
2,6,36
1,6,10
2,6,34
4,6,10
3,4,287
5,4,715
2,4,983
2,6,373
2,4,1770
4,6,580
2,4,2190
4,6,1025
6,4,300
3,4,2253
3,4,2375
4,6,690
2,4,73
6,2,5459
2,4,3033
3,4,4315
4,6,2773
2,6,2773
6,4,432
7,4,323
5,6,550
8,4,325
4,4,206
7,4,423
2,4,415
1,4,283
10,4,316
7,4,425
5,4,466
6,5,537
1,4,532
10,5,250
6,5,200
3,4,343
5,4,323
2,5,388
4,6,475
3,6,485
3,6,880
5,5,130
4,4,95
1,4,40
1,4,65
2,4,122
6,4,67
2,5,87
3,4,116
1,2,3718
3,4,1835
3,6,312
2,4,340
4,4,325
7,4,368
5,6,775
9,6,120
2,4,64
2,4,62
3,4,65
2,4,279
8,6,2100
4,5,1274
6,5,1286
4,4,264
3,4,208
2,6,305
3,2,199
3,4,186
3,2,391
4,6,190
2,6,284
1,6,332
3,4,412
5,4,246
1,6,520
4,6,1720
4,4,2460
2,6,500
2,6,1121
3,6,753
3,5,4560
4,4,1190
1,6,470
7,6,2920
4,6,708
7,4,1395
1,6,563
1,1,1670
4,6,564
2,4,570
3,4,426
4,4,1230
4,4,1908
5,4,1672
5,4,1882
8,4,601
5,6,668
2,2,549
5,2,428
4,4,1565
3,4,648
5,4,1290
4,4,560
4,4,341
2,4,559
5,6,480
7,4,70
3,5,110
2,5,94
2,6,86
3,5,215
6,5,344
6,5,164
4,5,132
1,6,183
2,4,1148
3,6,530
4,6,405
6,6,899
4,4,960
6,6,570
7,6,800
1,4,300
3,2,357
2,6,1060
6,4,358
3,4,267
2,4,1660
2,4,353
6,4,589
3,6,480
5,4,633
4,4,1160
3,4,703
6,6,325
3,6,294
2,6,450
1,4,1435
8,4,670
4,4,590
2,4,956
3,4,460
5,4,590
4,4,533
4,4,560
6,4,320
2,4,372
6,4,460
5,4,610
5,4,360
5,4,460
3,5,1025
4,3,785
5,4,715
5,4,963
5,6,328
4,6,1283
2,4,1158
2,6,568
6,4,393
3,4,331
6,4,651
5,5,1348
5,4,4056
6,4,1470
1,4,255
3,5,720
3,6,115
2,6,2610
4,4,262
4,4,307
3,4,280
5,4,342
4,6,700
3,6,610
1,6,238
3,6,1655
4,1,1770
5,4,272
3,5,5122
5,4,1767
2,6,475
1,4,63
2,4,46
3,4,700
5,5,1603
3,4,1578
3,6,578
3,6,968
4,6,1607
5,6,1895
4,4,648
6,4,300
1,4,202
5,4,637
4,6,413
1,5,350
2,4,50
2,4,70
5,3,912
2,6,583
5,6,1810
2,6,553
3,2,2190
4,6,605
5,4,3268
3,4,335
3,6,135
3,4,163
4,4,202
1,4,30
2,4,55
1,4,55
2,6,445
4,4,413
5,4,968
8,4,575
3,6,232
3,6,342
3,6,495
3,6,1691
2,2,2365
4,4,175
3,4,270
3,6,337
4,4,126
1,4,685
5,2,556
1,4,50
2,4,5
2,4,50
1,4,10
6,2,496
3,6,233
3,2,1063
1,4,145
3,6,1553
5,6,1105
1,4,300
4,6,349
2,4,700
4,4,475
4,5,337
4,6,2287
2,6,1724
4,4,1190
4,6,1852
1,6,1992
1,6,213
3,5,350
4,2,390
6,4,383
2,4,534
