nro_residentes,tipo_vivienda,pago_mensual
2,4,1169
4,4,1885
3,5,1289
5,4,280
7,4,2212
2,4,51
2,4,75
1,6,50
2,4,50
2,4,1623
1,6,1390
1,6,220
3,5,440
1,4,670
9,4,1308
2,4,430
2,6,1319
7,4,2373
5,6,565
4,4,436
7,6,327
2,4,270
3,3,580
1,6,490
5,4,920
3,6,506
4,4,1203
2,6,295
1,4,275
5,6,667
2,4,40
4,4,56
1,4,71
4,4,20
1,4,1541
2,4,451
5,2,2987
3,4,1691
3,6,167
4,6,2018
2,4,66
1,4,89
5,4,50
6,4,66
3,6,260
2,4,175
3,6,121
2,4,320
6,4,220
2,6,133
3,6,173
3,6,290
2,4,1250
5,4,478
3,6,625
2,6,543
4,4,1123
6,6,884
5,4,252
2,4,51
6,2,354
5,4,347
4,5,1348
3,6,2190
3,6,495
5,4,395
3,6,638
4,4,387
4,4,126
2,4,146
2,1,85
4,4,83
4,4,1215
4,5,1183
4,5,1183
6,4,2255
2,6,512
6,6,59
3,4,1090
3,6,655
5,4,116
1,4,265
2,6,512
2,4,643
4,4,357
4,6,1340
1,5,156
4,4,613
5,6,777
4,6,340
5,4,555
6,4,1065
3,6,316
2,6,455
2,5,3255
1,6,512
4,6,695
5,1,1003
3,6,500
3,4,633
2,4,1370
2,6,570
1,6,203
1,6,260
8,4,500
3,4,385
5,6,335
5,6,980
3,6,540
2,6,684
2,5,1965
5,6,915
4,6,615
3,4,748
2,4,424
4,6,10300
3,4,1000
3,4,770
4,4,846
2,1,251
5,6,525
5,4,423
3,4,584
8,4,418
1,4,20
1,6,32
4,6,149
8,5,267
4,4,208
1,4,193
4,4,1673
5,4,2195
6,6,365
3,6,335
6,5,295
2,6,374
5,5,2017
4,6,925
4,6,773
4,6,403
1,4,515
5,4,397
5,4,645
6,4,151
7,4,177
2,4,182
4,4,180
3,6,92
3,4,118
1,6,57
1,6,55
2,4,723
2,6,100
2,6,90
1,6,80
4,6,100
8,4,339
1,6,228
1,6,128
3,6,1757
3,6,348
4,6,620
6,4,755
2,6,438
2,4,236
3,6,156
4,2,260
4,2,315
5,4,268
3,6,198
5,6,345
4,4,229
4,2,370
4,4,160
1,4,121
5,4,272
2,4,364
4,4,492
5,4,498
2,4,386
4,4,322
2,6,482
5,5,634
4,6,320
5,6,720
4,2,962
1,4,482
2,4,1155
3,6,315
3,4,2126
2,6,505
5,6,760
5,6,698
4,5,865
6,6,2472
3,6,980
1,6,500
1,6,250
3,6,375
3,6,440
3,4,353
7,6,413
3,6,945
1,4,1660
4,4,2330
7,4,640
1,6,395
3,5,2398
1,6,400
4,6,526
6,4,2228
2,4,318
1,5,863
2,6,610
5,4,1715
5,4,2285
7,4,2175
7,4,1170
4,6,313
6,4,835
2,4,715
2,6,460
3,4,725
1,4,1008
6,4,8983
3,6,835
3,6,1173
1,6,1623
1,5,131
4,4,196
2,6,144
5,4,140
4,4,236
4,4,2790
4,1,978
1,6,270
5,6,550
2,2,764
3,4,740
2,6,3190
1,6,3000
1,6,2950
1,6,1700
2,4,1285
3,4,1178
2,4,2335
4,4,3022
1,6,2385
1,6,3040
5,6,528
2,6,1040
3,4,1439
1,6,640
7,2,189
2,4,278
5,6,315
1,4,90
1,6,122
7,4,1108
4,5,745
4,4,1143
6,5,1121
4,4,478
4,5,502
3,4,405
4,4,633
3,5,1215
5,6,1152
7,5,1154
2,4,543
4,5,1683
1,6,438
2,4,1115
2,4,861
6,1,2163
4,4,563
3,6,483
3,4,1145
1,4,1130
2,4,1000
3,4,9380
4,6,1523
3,4,735
2,6,2167
7,4,457
5,6,695
3,6,355
3,4,244
5,6,206
6,4,1155
4,6,232
5,5,358
7,4,239
3,6,1133
3,4,1694
2,5,883
3,4,873
6,2,546
1,6,60
2,6,386
2,6,545
2,6,535
4,6,1185
3,6,2312
2,4,443
6,4,100
4,4,150
1,6,360
3,6,300
4,6,389
4,6,803
2,4,604
3,4,728
1,4,105
3,4,411
6,4,511
4,4,613
4,6,267
6,5,1676
4,6,605
6,4,1055
5,4,144
1,4,238
5,4,260
4,6,253
4,4,2580
5,6,1120
4,4,1165
4,6,289
1,4,236
4,4,276
3,4,298
3,4,100
6,4,105
3,4,82
7,4,100
3,6,516
2,4,200
3,4,200
2,4,100
5,4,200
8,4,1055
6,4,416
2,4,225
1,6,173
2,6,268
4,4,363
1,6,263
3,6,664
2,4,194
3,2,203
4,1,475
6,4,1080
2,2,1475
4,6,975
8,4,1848
3,6,378
2,6,1118
4,6,710
5,2,955
3,4,200
4,4,200
2,4,50
2,4,550
3,4,93
4,4,40
2,6,80
7,6,30
3,4,92
1,6,105
1,6,95
5,4,110
1,6,10
2,6,73
1,6,73
3,6,429
1,4,610
4,4,950
5,6,390
3,4,1630
3,6,1251
3,4,1880
1,4,923
3,6,1339
1,6,310
2,4,88
4,4,78
1,4,35
1,4,50
1,4,658
8,4,870
4,5,980
2,6,525
3,6,367
3,4,2169
1,6,255
3,6,393
1,6,476
7,4,1691
2,5,692
2,4,105
2,4,25
2,4,15
3,4,50
2,4,128
6,4,110
11,4,105
8,4,108
2,4,153
4,6,932
6,2,630
4,6,473
1,6,400
1,4,1151
1,4,1240
3,6,623
1,6,524
2,4,10133
4,6,555
8,6,340
4,4,162
2,4,50
2,4,70
4,6,1272
6,6,625
5,6,1178
1,6,595
3,4,1330
3,4,1347
4,4,1407
5,4,566
1,4,243
4,4,269
4,6,423
7,6,443
5,6,1335
3,4,415
3,4,2152
1,6,580
4,5,895
5,4,983
2,4,2650
3,6,814
1,6,500
2,4,1125
3,6,1142
5,4,219
8,4,187
9,4,322
6,4,303
7,2,493
4,2,480
2,6,167
1,6,400
4,4,1215
2,4,1058
3,4,735
1,4,2500
2,4,621
5,4,325
2,2,2338
7,4,2033
3,4,2290
3,4,790
5,6,1186
6,6,710
4,4,2300
3,6,359
4,5,730
5,6,3206
1,5,1688
2,6,372
3,6,1205
1,6,485
1,4,3116
3,6,373
1,4,157
7,6,631
3,6,293
4,6,302
3,4,737
1,4,287
3,4,637
5,4,737
3,2,293
1,6,315
2,6,470
5,4,1730
1,6,333
1,6,370
4,6,425
3,4,925
8,4,955
1,4,1103
5,4,1025
5,4,780
6,4,1230
5,4,808
2,6,417
5,6,480
1,6,414
5,6,247
2,6,342
3,4,399
5,4,1755
7,4,493
1,4,242
2,5,280
3,4,271
4,6,532
1,4,658
5,4,376
3,6,774
4,4,453
1,4,573
1,6,550
5,4,735
3,4,540
4,6,273
3,6,655
2,2,1100
2,4,348
8,4,600
5,6,919
4,6,420
6,4,562
5,6,368
6,2,423
4,4,150
4,1,241
5,4,600
6,6,245
3,6,196
2,4,200
6,4,936
4,4,1045
6,4,1010
3,6,895
4,4,1314
1,4,348
2,4,1156
1,6,582
1,6,582
5,6,460
5,4,1333
1,6,1640
4,1,2160
2,6,113
3,6,585
6,6,765
4,4,968
3,6,625
4,6,930
5,4,1793
7,4,1623
1,4,1258
1,4,1436
4,6,559
3,6,333
4,4,1185
2,6,1713
3,6,825
2,4,1187
1,4,2542
6,6,941
4,4,954
5,6,1560
1,4,4458
7,4,330
3,6,390
4,6,495
3,6,407
4,4,2799
2,6,1692
7,4,115
4,3,115
3,6,115
2,4,60
7,4,53
6,4,58
3,6,255
2,4,38
2,6,1395
4,4,2575
4,6,573
3,6,500
5,6,2580
3,6,1720
1,6,135
9,6,567
2,6,743
1,4,598
6,6,530
3,6,273
6,6,693
4,6,400
5,6,715
5,2,1928
4,5,1212
2,6,278
7,4,72
5,4,96
1,5,90
1,4,98
2,6,78
3,4,84
2,4,72
3,4,90
4,6,381
5,5,68
4,5,66
2,5,66
2,5,84
4,4,1131
3,4,267
4,6,185
8,4,279
5,5,460
3,5,255
2,6,125
6,5,278
4,6,2223
2,6,67
4,2,128
1,2,125
3,6,335
7,4,487
5,4,189
1,4,406
5,4,184
5,4,490
4,4,273
4,6,387
2,6,2245
4,4,2792
4,4,2513
2,4,2670
3,4,269
5,6,421
6,2,559
2,4,375
3,4,365
6,4,473
1,4,165
3,4,238
9,6,1702
4,6,392
1,6,247
5,4,485
3,4,1144
3,1,1160
4,6,568
2,6,2137
4,4,562
3,6,103
6,4,431
4,4,519
4,6,293
4,6,546
1,6,595
4,4,161
5,4,3650
1,6,905
6,4,595
2,4,795
5,6,351
2,4,266
2,6,4355
1,6,385
4,2,945
3,6,670
6,4,3623
4,6,273
4,6,275
2,4,246
3,4,339
3,3,598
4,3,725
7,3,647
5,2,890
4,6,453
3,4,322
1,6,62
4,6,333
1,6,437
3,6,1180
2,6,923
5,4,932
5,4,1305
3,6,1100
1,6,377
5,6,273
5,4,1743
3,6,632
6,4,2823
3,6,382
1,6,700
3,6,423
4,6,411
6,4,570
4,6,1475
3,4,1358
5,5,90
2,5,85
1,5,60
2,5,70
4,4,316
1,6,62
1,6,80
2,6,55
4,4,107
6,4,1785
3,5,44
5,5,95
1,5,55
1,5,65
1,4,260
3,5,545
3,6,343
5,4,179
9,4,272
5,4,300
3,6,725
7,6,721
2,6,579
3,6,480
4,6,390
4,4,641
4,4,618
1,6,325
1,4,2122
4,4,107
9,5,97
3,4,103
4,6,998
2,5,1162
2,4,295
4,6,646
6,4,2145
1,6,378
2,6,620
1,6,380
6,4,2273
4,6,992
4,6,920
2,4,35
6,4,544
3,6,368
5,4,2170
6,5,348
1,6,700
2,4,1095
1,6,3353
3,4,2358
3,6,373
4,6,902
5,4,655
6,6,595
2,6,388
4,4,463
2,6,426
4,6,317
4,6,600
4,4,385
1,4,334
5,4,395
1,4,300
2,6,535
1,6,500
4,6,1394
2,4,1888
3,6,1195
2,4,70
5,4,620
5,4,2749
7,6,374
3,4,305
1,6,130
4,6,198
3,4,277
1,6,215
4,4,2308
4,6,1225
2,4,958
3,6,975
2,4,995
1,4,1768
4,6,885
3,6,635
1,4,920
3,2,331
3,2,127
3,6,204
4,4,564
7,6,362
1,6,116
5,6,173
4,5,205
5,4,220
4,4,266
5,4,173
3,6,411
6,4,292
3,5,708
4,4,433
5,4,995
8,1,670
5,4,550
2,4,890
5,4,370
6,4,197
3,2,1398
2,4,588
1,6,90
1,4,250
1,4,245
1,4,246
4,4,90
4,6,218
6,6,260
1,4,442
3,6,435
1,6,595
3,4,400
2,4,632
4,6,1358
7,4,330
6,4,530
4,4,159
3,4,509
2,4,250
8,4,350
7,4,420
1,4,329
3,6,640
4,4,340
3,6,1143
3,4,2183
1,4,2093
1,4,1278
5,6,183
4,6,1399
2,4,983
3,4,100
3,4,168
6,6,1600
2,4,1142
1,4,100
6,4,303
4,6,285
3,6,1136
4,6,1305
1,6,427
3,6,1952
5,6,932
3,6,455
7,4,448
5,6,260
2,6,730
6,4,239
4,2,768
1,6,407
4,2,1665
1,4,1071
1,6,288
4,4,538
4,6,183
3,4,1322
1,4,80
2,4,403
8,6,226
1,6,123
1,6,230
4,2,849
7,6,295
1,6,386
4,6,805
5,5,262
4,1,1065
3,4,245
3,6,271
9,4,1121
7,4,1140
7,4,2010
6,6,1443
2,6,1200
3,5,225
4,2,352
4,2,1108
2,6,469
3,6,2211
2,4,1087
3,4,581
3,4,387
8,4,342
3,6,462
5,4,2162
1,6,346
1,6,273
4,6,6270
2,2,1171
2,6,350
1,6,321
6,6,1058
2,4,1646
1,6,222
3,4,63
1,6,240
2,6,85
2,6,70
1,4,50
1,4,15
2,4,20
2,4,30
3,1,8206
2,6,560
4,4,1762
4,6,852
3,4,48
4,6,295
1,5,193
1,4,110
1,4,25
1,5,30
1,5,50
4,4,191
3,6,735
5,6,130
4,6,1644
5,4,2267
6,4,295
3,4,160
1,6,213
3,6,395
1,6,113
6,6,420
2,4,571
5,4,774
1,4,562
3,4,1672
6,5,485
2,5,485
2,6,546
4,5,1649
4,4,1211
1,4,700
4,5,355
1,5,54
5,3,558
5,4,152
5,3,160
1,2,463
3,4,576
1,6,444
4,6,847
4,4,2165
5,4,1182
2,4,621
1,4,559
6,4,1372
4,6,895
3,4,1470
5,4,1300
5,6,1255
5,6,1420
2,4,3570
2,6,280
6,4,705
5,6,475
5,4,103
3,6,118
1,6,46
1,4,104
4,6,309
1,4,154
3,6,725
4,4,905
3,6,2523
3,6,525
5,6,223
3,6,376
3,4,1309
2,6,543
3,6,803
1,6,703
3,4,80
3,4,77
2,6,385
3,4,648
5,4,2222
3,4,455
3,4,660
3,6,448
5,4,305
3,6,445
2,4,208
2,4,68
5,6,1055
4,6,248
5,4,348
3,6,1328
4,4,1218
2,4,1095
4,6,388
3,4,1180
3,6,286
3,3,552
3,4,786
2,4,525
5,6,608
4,4,635
1,6,850
1,6,305
3,6,733
3,6,912
4,4,1738
2,3,95
3,4,87
2,4,92
2,5,805
1,6,555
3,4,310
5,4,758
2,6,535
2,6,363
2,4,135
4,6,745
3,4,665
5,4,361
3,6,381
4,6,382
5,4,206
7,6,309
5,4,415
5,6,213
5,4,518
6,6,375
5,6,383
2,4,515
4,4,1126
5,4,680
5,4,693
6,4,1210
2,6,247
1,6,738
2,5,228
3,5,100
2,6,100
1,6,30
2,4,55
1,6,35
3,3,57
2,6,864
4,6,645
3,5,1162
7,4,1320
2,3,155
4,4,2168
4,4,973
3,6,1277
5,4,1792
1,6,385
3,6,869
4,4,2056
2,6,449
5,4,402
3,4,398
3,6,613
4,6,306
4,6,307
3,4,330
2,6,1123
2,4,2055
6,4,341
4,6,570
4,4,686
2,4,35
3,4,38
1,4,117
2,4,41
4,4,1410
1,4,1068
1,6,242
3,4,371
7,4,167
3,6,120
2,6,106
3,4,780
8,1,1316
1,6,447
5,6,499
4,6,870
3,4,750
5,2,1645
4,6,745
3,4,307
4,4,244
4,4,153
4,4,260
3,6,865
3,4,688
4,6,538
6,4,1000
2,4,3254
1,6,1371
1,6,413
4,6,270
2,6,248
4,6,234
2,6,268
7,5,283
3,5,205
4,6,247
5,4,629
3,2,5222
3,6,660
4,4,1405
1,4,720
2,4,1564
4,6,576
4,4,400
1,4,594
3,2,727
5,6,528
11,6,900
7,6,360
7,4,1732
3,4,43
2,4,40
1,4,43
1,4,42
3,6,24
1,4,125
5,4,638
1,4,345
4,6,576
5,4,691
2,4,35
1,4,25
1,4,35
1,4,23
4,4,144
5,4,266
5,4,256
4,4,250
5,4,304
3,4,555
4,6,574
1,6,50
6,4,50
1,4,50
2,4,50
3,6,273
6,6,198
6,4,568
5,4,2405
3,4,2099
1,4,25
5,4,228
4,5,1200
1,6,80
2,4,80
2,4,50
1,4,80
4,4,653
4,4,239
2,4,249
1,4,70
5,3,230
1,4,100
1,3,177
7,4,531
5,6,273
1,6,300
1,6,230
7,4,145
4,4,170
1,4,90
2,4,50
5,3,780
1,6,990
2,4,545
8,4,265
4,4,161
4,4,210
6,5,235
5,4,1180
6,4,588
4,2,1408
3,4,944
5,6,881
3,4,296
4,6,191
9,4,98
4,4,2940
3,6,820
4,6,630
4,6,432
2,4,320
5,4,324
3,4,195
4,4,651
2,4,562
1,4,65
1,4,155
6,4,191
10,4,781
4,6,268
1,4,348
4,6,278
2,6,780
4,6,1043
4,6,820
4,4,275
4,4,349
5,4,1926
1,6,606
1,6,1590
1,4,1650
3,6,810
2,4,9682
5,4,635
4,3,1110
4,4,328
2,6,510
5,6,378
3,4,447
4,6,605
3,6,480
5,4,1808
9,6,1861
2,6,525
4,6,625
3,2,1460
1,5,945
2,4,472
5,4,575
3,4,540
4,4,385
5,6,1125
5,6,845
4,4,1800
3,4,1988
1,6,3150
7,4,4120
4,6,805
4,4,607
3,5,255
3,6,505
2,4,3813
3,4,1372
4,2,10411
1,6,570
1,6,387
3,4,2388
4,6,558
2,4,60
1,5,48
1,4,50
4,4,1725
4,6,535
4,4,5220
2,4,1602
3,4,425
3,4,651
2,6,234
2,6,352
6,4,601
5,4,1628
3,4,487
3,6,386
6,4,758
3,6,385
3,6,625
1,6,134
5,4,140
5,4,224
2,3,3912
3,6,1980
4,1,1734
4,4,750
3,6,945
3,6,1775
1,6,1000
5,6,73
5,4,98
4,4,71
2,4,55
5,4,1148
4,6,635
2,6,350
2,6,380
1,6,290
7,5,843
4,4,3717
3,5,1185
7,4,337
4,4,812
3,6,380
6,6,405
4,4,373
5,2,263
3,4,320
4,5,350
8,4,215
3,6,673
2,6,261
5,6,571
2,4,1195
5,4,50
1,6,371
3,6,295
9,6,1145
1,6,243
1,6,855
2,2,385
3,4,3430
3,4,7706
2,6,459
4,3,3968
4,4,308
4,4,649
10,4,395
5,4,251
2,6,153
3,6,385
3,5,1753
6,4,1373
1,6,350
1,6,440
2,6,1025
3,6,1202
4,4,2235
1,6,550
1,6,685
3,6,425
2,4,333
4,4,670
1,4,2960
5,4,2680
7,6,1105
4,6,995
4,4,350
1,6,320
3,4,520
4,4,1750
3,4,1192
2,6,425
5,5,1395
6,6,2004
3,5,4946
5,5,10099
3,4,63
1,4,80
1,4,213
5,4,186
9,4,150
3,4,100
1,4,50
1,4,230
4,6,885
2,4,3928
1,4,2369
1,6,670
2,6,1608
3,6,170
3,4,1891
5,4,2488
1,6,233
3,6,368
5,6,1343
8,4,510
4,4,570
4,4,567
4,6,425
2,6,928
4,4,1380
2,6,238
2,4,845
3,6,208
6,4,853
5,4,398
5,4,994
3,4,525
3,4,596
3,5,1203
6,4,605
2,4,1195
4,6,566
4,4,173
5,4,230
5,6,1755
2,4,4228
3,4,1220
5,4,1285
3,4,433
1,4,940
3,4,434
4,6,267
1,4,266
2,4,945
2,6,319
1,6,137
3,4,1675
3,6,4225
2,5,5417
2,6,974
2,6,975
3,6,787
2,4,1878
2,6,743
2,6,565
3,4,911
2,4,676
6,4,252
4,4,223
2,5,84
5,5,80
2,4,140
3,4,57
3,4,1840
3,4,969
5,4,411
2,4,436
1,6,350
3,4,453
1,6,375
5,6,825
3,4,755
6,6,1565
5,4,180
3,4,208
1,6,188
2,4,55
4,4,398
2,4,375
2,6,423
1,6,393
1,6,350
5,6,180
4,4,156
5,6,131
3,6,571
4,6,2191
2,4,833
1,6,300
1,6,255
6,4,1303
5,6,329
10,4,670
1,4,183
5,4,435
5,6,708
3,6,325
5,5,183
4,4,1148
2,6,462
2,4,150
4,6,155
1,6,562
1,4,266
1,4,160
4,4,454
2,6,345
5,4,516
3,4,1677
5,6,532
4,6,1155
3,2,706
3,4,1195
4,6,696
4,6,625
4,6,500
1,5,530
6,4,81
3,4,159
2,4,261
3,5,321
4,4,317
3,5,330
1,5,134
1,6,243
2,6,300
1,6,115
1,4,352
1,6,570
4,5,2177
4,6,740
4,4,432
4,6,222
4,6,1422
2,4,589
2,4,350
4,6,295
1,4,147
2,6,1808
2,6,114
4,6,266
5,6,222
5,4,873
1,5,1248
6,4,127
2,4,51
2,6,500
1,6,580
2,4,1432
12,5,1510
4,6,475
1,4,613
2,4,800
4,4,665
1,6,250
3,4,625
3,4,2513
3,4,1525
1,6,750
2,4,328
3,4,1110
2,4,98
3,4,90
5,4,113
1,4,92
1,6,340
5,4,470
6,5,505
4,4,395
4,4,172
5,4,295
3,4,259
3,4,252
7,4,152
5,6,1052
1,4,1027
3,1,690
3,5,1173
2,4,415
4,4,443
5,4,514
2,4,498
5,5,515
3,4,483
3,6,197
3,6,195
2,6,227
1,4,181
7,6,445
5,4,1165
4,4,877
3,6,1092
2,4,812
1,6,180
1,4,360
4,6,269
1,6,321
2,6,245
2,4,244
5,6,323
4,4,693
4,6,410
4,4,725
4,6,309
3,4,1077
1,6,240
5,4,1145
4,6,2543
4,6,545
3,6,661
4,6,458
4,6,923
3,4,86
1,4,62
6,5,159
3,4,85
5,5,568
2,4,161
2,4,480
5,6,1190
3,6,153
4,6,182
2,6,282
5,4,250
4,4,712
3,4,180
5,4,200
5,4,192
5,3,328
7,3,205
4,3,78
4,3,128
8,4,247
9,4,340
1,5,300
8,4,242
6,6,162
7,6,442
4,3,431
4,3,454
3,3,354
1,4,208
3,4,456
4,6,485
2,4,200
2,4,365
2,3,655
9,3,635
7,4,595
6,4,175
3,4,198
4,6,325
2,4,803
4,3,600
3,6,1095
6,3,640
8,1,660
4,6,87
7,3,165
6,6,1192
2,6,365
8,4,580
1,6,318
2,4,405
3,6,608
3,6,578
1,6,330
3,5,1672
9,3,70
5,3,105
5,3,120
2,4,60
3,4,85
1,4,48
1,6,95
6,4,65
1,4,585
4,6,378
4,6,430
6,4,830
1,6,413
11,3,90
2,4,70
6,4,70
2,4,90
1,6,225
4,2,2481
3,6,922
5,6,728
4,6,458
1,6,270
5,4,594
3,6,455
7,3,540
2,3,340
9,1,540
9,5,417
5,4,300
1,4,540
6,4,287
5,4,460
1,6,441
1,6,110
4,4,79
4,4,109
5,4,134
4,4,223
2,6,275
3,4,246
3,4,320
1,4,1208
2,4,1325
3,4,2120
3,4,1160
4,4,1303
6,5,2732
2,5,2648
4,4,4443
5,4,525
7,6,360
1,6,630
4,6,916
5,6,315
8,4,632
4,5,704
3,6,558
5,4,354
2,6,205
4,6,272
3,4,275
1,6,240
2,4,1594
3,6,314
2,6,1072
4,5,212
5,6,309
4,5,374
5,4,487
10,2,197
4,4,218
2,4,235
2,6,500
4,4,2167
2,6,465
6,4,2930
6,4,322
3,6,389
5,4,1005
4,4,311
3,6,378
4,4,425
1,4,91
6,4,288
3,4,295
3,4,315
1,6,562
4,6,292
5,4,783
5,4,200
6,2,670
1,6,268
3,4,443
5,4,1100
4,6,898
6,4,1260
7,1,1475
3,6,458
1,6,559
6,4,395
8,6,330
4,6,693
3,6,401
6,6,562
6,4,1185
2,6,597
5,6,1338
5,6,375
1,4,677
5,2,178
3,6,480
3,2,1210
4,4,2399
6,6,2868
1,6,703
5,6,1728
1,4,965
5,4,866
1,6,375
4,4,395
1,6,158
5,4,266
2,4,155
2,4,256
1,6,178
1,4,718
3,6,461
2,6,518
5,5,566
1,4,160
5,4,233
2,4,109
4,6,200
6,4,87
2,4,63
3,4,171
3,4,143
4,6,886
3,6,139
7,4,980
4,4,633
5,4,658
3,4,1010
1,4,280
8,4,282
2,6,240
3,6,475
3,4,1499
6,6,1123
6,4,980
6,6,1281
2,6,245
7,6,142
7,6,180
6,6,100
5,6,825
4,6,213
1,6,112
4,6,240
6,6,148
3,6,375
1,4,670
4,6,266
7,6,165
5,6,260
3,6,147
5,6,1162
3,4,287
3,6,205
2,4,231
2,4,241
5,3,1220
3,4,289
4,6,615
2,4,1233
5,4,335
6,4,542
1,4,533
3,4,263
4,4,487
3,4,238
4,4,208
5,5,360
3,4,582
5,6,1633
1,6,622
1,6,583
4,6,132
4,6,630
2,4,1107
2,6,1650
1,4,310
12,2,973
5,6,774
2,6,723
4,6,305
1,6,593
7,6,450
5,4,1670
7,4,813
5,6,635
7,6,425
5,4,340
4,2,340
4,4,520
5,3,510
3,3,680
4,4,491
7,6,855
4,4,323
5,6,525
2,4,2268
1,4,255
4,6,290
4,3,263
1,4,50
1,4,42
5,4,67
4,4,48
2,4,56
1,4,81
1,4,75
4,4,67
1,6,20
1,4,50
3,4,97
3,5,180
3,4,265
1,4,218
1,4,218
1,4,250
1,4,165
2,4,200
5,4,620
3,4,310
5,4,401
3,4,167
3,6,158
2,6,160
2,4,159
5,4,259
5,6,576
3,4,2268
4,4,1310
3,6,1830
2,4,151
2,6,476
6,6,473
4,6,460
4,6,930
3,6,580
4,4,1840
5,4,2795
2,4,393
5,2,1979
4,6,790
1,4,778
4,4,210
4,6,447
3,4,234
3,4,1185
6,6,428
3,6,332
4,4,352
3,6,196
4,6,248
1,6,2050
6,6,333
1,6,584
7,6,443
3,4,1045
3,6,661
1,5,364
3,4,795
5,6,510
2,6,1725
2,5,690
1,4,1982
2,6,1122
4,4,358
5,4,492
6,4,405
6,4,427
2,4,1624
1,4,138
2,4,262
2,6,212
4,6,380
4,6,723
3,4,708
2,4,325
5,4,303
1,5,352
4,6,682
2,4,1070
3,4,431
4,4,1080
5,4,1113
4,5,1293
3,6,218
1,4,152
6,6,2925
2,4,140
1,4,128
4,6,115
1,4,75
1,6,248
1,6,173
6,6,538
2,4,413
3,6,1664
3,6,488
1,6,350
1,5,323
1,6,535
2,4,230
1,6,120
11,4,426
3,4,540
4,4,385
4,4,225
3,5,225
5,6,212
5,2,1010
4,4,255
1,6,300
5,6,755
1,6,282
4,4,325
6,4,732
2,5,463
3,6,1295
3,4,3613
3,6,528
4,6,603
4,4,8741
1,6,900
3,4,1080
1,6,310
1,6,477
3,4,1727
3,2,2013
2,2,2216
3,6,410
2,4,605
1,6,260
2,4,455
5,6,625
4,4,1864
2,4,2179
2,6,400
4,6,1498
3,4,1071
7,6,187
2,4,1310
3,4,2223
2,4,1529
3,4,1570
4,6,343
6,6,1005
3,6,475
6,4,1440
1,4,271
3,6,1288
2,6,393
1,4,1115
2,4,1083
4,4,1565
5,4,286
6,6,515
7,6,550
2,4,455
2,4,340
4,6,845
6,6,141
3,4,970
2,6,730
4,4,1753
4,6,597
4,4,538
4,4,1719
2,6,763
2,6,1123
5,3,420
3,4,176
3,6,425
3,4,175
3,4,202
5,3,285
5,3,805
1,6,550
1,6,564
1,6,1730
5,6,2450
1,6,815
4,6,1662
1,6,1172
4,6,300
4,4,3798
4,4,3370
1,6,410
2,6,600
6,4,800
6,2,598
7,2,265
6,2,475
2,6,444
4,4,2668
3,4,3440
2,4,2900
4,4,3250
3,4,1223
1,6,240
3,4,443
4,4,786
3,4,693
3,6,934
3,6,170
1,4,50
1,4,50
1,4,50
1,4,30
1,4,100
1,4,50
1,4,50
2,4,50
1,4,53
1,4,30
1,4,35
1,4,22
1,5,411
1,4,297
2,4,348
2,4,341
3,4,498
6,6,333
3,6,1842
3,6,325
4,6,429
4,6,4365
6,6,1586
2,4,5591
3,5,166
2,4,121
5,4,286
3,4,301
4,6,249
5,4,293
3,6,575
2,6,328
2,4,474
4,3,225
3,3,645
5,6,2400
5,6,517
2,6,2285
3,6,335
1,3,3155
1,4,625
2,6,145
1,6,150
6,6,200
3,5,205
1,6,425
5,4,1550
7,4,320
3,5,2315
2,2,600
1,6,736
4,6,602
1,3,505
4,6,373
2,5,258
2,6,432
5,4,639
2,4,410
2,4,501
2,6,1618
4,6,2283
4,4,1748
2,6,1984
3,6,540
1,4,180
5,4,405
3,4,210
4,6,305
1,6,1235
2,6,353
6,4,770
4,4,560
6,6,261
1,4,1040
7,4,179
3,4,145
2,4,92
2,4,267
1,4,70
2,4,88
5,3,102
2,4,90
5,4,235
13,4,2058
4,6,2175
7,4,1105
1,4,673
1,6,306
3,4,1154
5,4,638
5,6,275
3,4,80
4,4,135
5,4,135
1,4,85
5,4,2950
2,4,2007
5,4,2866
1,4,170
3,4,1070
5,4,154
4,4,134
1,6,118
3,6,170
4,4,505
4,6,230
5,6,165
2,6,320
1,6,1048
6,5,915
4,4,2858
4,4,461
6,4,1630
1,6,203
4,4,579
4,6,1633
3,6,412
3,6,734
7,5,628
2,4,605
3,6,1118
4,6,1274
2,4,1750
1,6,365
2,6,700
1,6,548
6,6,2689
3,6,1114
2,4,524
7,4,462
4,4,2212
4,4,2334
2,6,349
3,4,645
2,6,340
5,4,547
3,4,3126
2,6,355
3,4,2465
3,1,2527
2,4,2767
2,6,2192
4,4,855
5,4,581
3,4,602
3,4,250
3,4,1445
5,6,565
5,4,2680
4,6,518
5,4,249
4,6,403
4,6,670
5,4,2050
3,6,525
3,4,1968
2,4,1085
4,4,323
4,6,373
2,4,447
9,6,450
2,6,598
1,6,945
2,4,910
2,6,825
4,4,1127
3,4,1099
3,4,143
5,4,315
4,5,1575
1,4,1323
2,6,1898
6,4,281
4,6,143
3,6,553
2,6,825
2,4,1835
1,4,225
4,6,179
2,4,623
1,6,239
1,6,237
3,6,350
4,4,1332
2,6,214
6,6,1520
3,6,395
11,4,2430
5,4,1689
11,4,50
2,4,100
5,4,100
3,4,80
6,5,78
1,5,132
2,5,85
7,5,135
4,4,362
5,6,645
5,4,387
